OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,T_SAND,T_SILT,T_CLAY,VC_SAND,C_SAND,M_SAND,F_SAND,VF_SAND,FIBRE,BULK_DEN,RETN_HYGR,RETN_0KP,RETN_33KP,RETN_1500K
455,0020777,1,0,18,21,45,34, , , , , , , , , , , 
456,0020777,2,18,43,27,63,10, , , , , , , , , , , 
457,0020777,3,43,69,38,49,13, , , , , , , , , , , 
458,0020777,4,81, ,39,19,42, , , , , , , , , , , 
459,0020778,1,0,15,25,39,36, , , , , , , , , , , 
460,0020778,2,15,46,21,43,36, , , , , , , , , , , 
461,0020778,3,46, ,27,43,30, , , , , , , , , , , 
462,0020779,1,0,15,24,46,30, , , , , , , , , , , 
463,0020779,2,15,41,21,41,38, , , , , , , , , , , 
464,0020779,3,41,66,6,23,71, , , , , , , , , , , 
465,0020781,2,0,20,27,67,6, , , , , , , , , , , 
466,0020781,3,20,30,35,49,16, , , , , , , , , , , 
467,0020781,4,30,66,18,51,31, , , , , , , , , , , 
468,0020781,5,66,152,11,74,15, , , , , , , , , , , 
469,0020781,6,152, ,18,67,15, , , , , , , , , , , 
470,0020785,1,0,4,47,32,21, , , , , , , , , , , 
471,0020785,2,4,18,43,37,20, , , , , , , , , , , 
472,0020785,3,18,30,39,35,26, , , , , , , , , , , 
473,0020785,4,30,51,41,36,23, , , , , , , , , , , 
474,0020788,1,0,8,61,23,16, , , , , , , , , , , 
475,0020788,2,8,25,56,18,26, , , , , , , , , , , 
476,0020788,3,25,33,57,24,19, , , , , , , , , , , 
477,0020788,5,58,81,64,13,23, , , , , , , , , , , 
478,0020790,1,0,5,40,31,29, , , , , , , , , , , 
479,0020790,2,5,10,37,40,23, , , , , , , , , , , 
480,0020790,3,10,20,24,60,16, , , , , , , , , , , 
481,0020790,4,20,38,30,41,29, , , , , , , , , , , 
482,0020790,5,38,70,31,43,26, , , , , , , , , , , 
483,0020790,6,70, ,36,42,22, , , , , , , , , , , 
484,0020791,1,0,5,44,28,28, , , , , , , , , , , 
485,0020791,2,5,15,35,37,28, , , , , , , , , , , 
486,0020791,3,15,66,28,49,23, , , , , , , , , , , 
487,0020791,4,66,86,23,55,22, , , , , , , , , , , 
488,0020795,1,0,10,33,31,36, , , , , , , , , , , 
489,0020795,2,10,30,32,35,33, , , , , , , , , , , 
490,0020795,3,30,61,27,40,33, , , , , , , , , , , 
491,0020795,4,61, ,32,34,34, , , , , , , , , , , 
492,0020798,1,0,15,45,31,24, , , , , , , , , , , 
493,0020798,2,15,46,43,33,24, , , , , , , , , , , 
494,0020798,3,46,91,42,37,21, , , , , , , , , , , 
495,0020798,4,91,122,42,40,18, , , , , , , , , , , 
496,0020798,5,122,152,57,22,21, , , , , , , , , , , 
497,0020801,1,0,10,29,39,32, , , , , , , , , , , 
498,0020801,2,10,30,19,38,43, , , , , , , , , , , 
499,0020801,3,30,71,21,54,25, , , , , , , , , , , 
500,0020801,4,71,91,30,48,22, , , , , , , , , , , 
501,0020803,1,0,30,30,45,25, , , , , , , , , , , 
502,0020803,2,30,38,35,43,22, , , , , , , , , , , 
503,0020803,3,38,61,36,42,22, , , , , , , , , , , 
504,0020803,4,61, ,40,45,15, , , , , , , , , , , 
505,0020805,2,0,5,82,8,10, , , , , , , , , , , 
506,0020805,3,5,20,78,13,9, , , , , , , , , , , 
507,0020805,4,20,89,92,3,5, , , , , , , , , , , 
508,0020805,5,89,99,92,2,6, , , , , , , , , , , 
509,0020805,6,99,124,90,2,8, , , , , , , , , , , 
510,0020816,1,0,13,40,49,11, , , , , , , , , , , 
511,0020816,2,13,21,36,31,33, , , , , , , , , , , 
512,0020816,3,21,54,41,26,33, , , , , , , , , , , 
513,0020816,4,54,105,35,35,30, , , , , , , , , , , 
514,0020816,5,105,169,39,34,27, , , , , , , , , , , 
515,0020818,1,0,8,32,42,26, , , , , , , , , , , 
516,0020818,2,8,28,37,27,36, , , , , , , , , , , 
517,0020818,3,28,51,43,24,33, , , , , , , , , , , 
518,0020818,4,51,76,41,28,31, , , , , , , , , , , 
519,0020818,5,76,122,44,26,30, , , , , , , , , , , 
520,0020823,1,0,5,40,37,23, , , , , , , , , , , 
521,0020823,2,5,15,46,40,14, , , , , , , , , , , 
522,0020823,3,15,25,37,26,37, , , , , , , , , , , 
523,0020823,4,25,61,44,35,21, , , , , , , , , , , 
524,0020823,5,61,81,46,33,21, , , , , , , , , , , 
525,0020825,1,0,9,30,54,16, , , , , , , , , , , 
526,0020825,2,9,19,24,57,25, , , , , , , , , , , 
527,0020825,3,19,49,18,67,15, , , , , , , , , , , 
528,0020825,4,49, ,35,41,24, , , , , , , , , , , 
529,0020830,1,0,13,38,47,15, , , , , , , , , , , 
530,0020830,2,13,26,39,37,24, , , , , , , , , , , 
531,0020830,3,26,52,42,36,22, , , , , , , , , , , 
532,0020830,4,52, ,41,45,14, , , , , , , , , , , 
533,0020831,1,0,13,28,30,42, , , , , , , , , , , 
534,0020831,2,13,41,46,20,34, , , , , , , , , , , 
535,0020831,3,41,74,33,31,36, , , , , , , , , , , 
536,0020831,4,74,112,34,27,39, , , , , , , , , , , 
537,0020832,1,0,14,42,32,26, , , , , , , , , , , 
538,0020832,2,14,36,35,30,35, , , , , , , , , , , 
539,0020832,3,36,56,25,37,38, , , , , , , , , , , 
540,0020832,4,56,97,28,30,42, , , , , , , , , , , 
541,0020833,1,0,10,37,36,27, , , , , , , , , , , 
542,0020833,2,10,20,32,43,25, , , , , , , , , , , 
543,0020833,3,20,51,32,39,29, , , , , , , , , , , 
544,0020833,4,51,71,24,41,35, , , , , , , , , , , 
545,0020833,5,71,91,20,48,32, , , , , , , , , , , 
546,0020833,6,91,127,23,44,33, , , , , , , , , , , 
547,0020842,2,0,9,49,36,15, , , , , , , , , , , 
548,0020842,3,9,17,11,40,49, , , , , , , , , , , 
549,0020842,4,17,45,1,45,54, , , , , , , , , , , 
550,0020842,5,45,65,4,56,40, , , , , , , , , , , 
551,0020842,6,65,136,1,54,45, , , , , , , , , , , 
552,0020843,2,3,16,73,20,7, , , , , , , , , , , 
553,0020843,3,16,41,76,15,19, , , , , , , , , , , 
554,0020843,4,41,56,84,6,10, , , , , , , , , , , 
555,0020843,5,56,86,25,48,27, , , , , , , , , , , 
556,0020843,6,86,116,39,43,18, , , , , , , , , , , 
557,0020844,2,0,18,44,46,10, , , , , , , , , , , 
558,0020844,3,18,26,49,31,20, , , , , , , , , , , 
559,0020844,4,26,59,52,32,16, , , , , , , , , , , 
560,0020844,5,59,102,61,24,15, , , , , , , , , , , 
561,0020844,6,102,110,55,26,19, , , , , , , , , , , 
562,0020851,1,0,25,43,31,26, , , , , , , , , , , 
563,0020851,2,25,30,43,30,27, , , , , , , , , , , 
564,0020851,3,30,56,44,31,25, , , , , , , , , , , 
565,0020851,4,56,112,53,24,23, , , , , , , , , , , 
566,0020851,5,112,137,42,35,23, , , , , , , , , , , 
567,0020851,6,137, ,46,34,20, , , , , , , , , , , 
568,0020856,1,0,2,60,33,7, , , , , , , , , , , 
569,0020856,2,2,13,62,26,12, , , , , , , , , , , 
570,0020856,3,13,18,58,29,13, , , , , , , , , , , 
571,0020856,4,18,28,52,21,27, , , , , , , , , , , 
572,0020856,5,28,38,48,31,21, , , , , , , , , , , 
573,0020856,6,38,53,54,26,20, , , , , , , , , , , 
574,0020856,7,53,71,53,27,20, , , , , , , , , , , 
575,0020857,1,0,7,71,23,6, , , , , , , , , , , 
576,0020857,2,7,14,71,22,7, , , , , , , , , , , 
577,0020857,3,14,16,74,21,5, , , , , , , , , , , 
578,0020857,4,16,33,50,29,21, , , , , , , , , , , 
579,0020857,5,33,53,46,35,19, , , , , , , , , , , 
580,0020857,6,53,66,46,37,17, , , , , , , , , , , 
581,0020857,7,66,75,58,34,8, , , , , , , , , , , 
582,0020857,8,75,94,80,15,5, , , , , , , , , , , 
583,0020858,1,0,10,56,27,17, , , , , , , , , , , 
584,0020858,2,10,23,60,25,15, , , , , , , , , , , 
585,0020858,3,23,51,56,21,23, , , , , , , , , , , 
586,0020858,4,51,76,47,39,14, , , , , , , , , , , 
587,0020858,5,76, ,47,29,24, , , , , , , , , , , 
588,0020859,1,0,4,81,11,8, , , , , , , , , , , 
589,0020859,2,4,16,85,11,4, , , , , , , , , , , 
590,0020859,3,16,39,87,6,7, , , , , , , , , , , 
591,0020859,4,39,60,87,5,8, , , , , , , , , , , 
592,0020859,5,60,104,90,5,5, , , , , , , , , , , 
593,0020859,6,104,122,86,7,7, , , , , , , , , , , 
594,0020862,1,0,13,55,28,17, , , , , , , , , , , 
595,0020862,2,13,18,59,25,16, , , , , , , , , , , 
596,0020862,3,18,36,41,32,27, , , , , , , , , , , 
597,0020862,4,36,76,45,23,32, , , , , , , , , , , 
598,0020862,5,76,122,68,30,12, , , , , , , , , , , 
599,0020862,6,122,244,42,30,28, , , , , , , , , , , 
600,0020862,7,244, ,47,25,28, , , , , , , , , , , 
601,0020865,1,0,4,72,23,5, , , , , , , , , , , 
602,0020865,2,4,16,69,28,3, , , , , , , , , , , 
603,0020865,3,16,40,68,32,0, , , , , , , , , , , 
604,0020865,4,40,46,83,16,1, , , , , , , , , , , 
605,0020865,5,46,57,72,15,13, , , , , , , , , , , 
606,0020865,6,57,68,43,39,18, , , , , , , , , , , 
607,0020865,7,68,81,12,60,28, , , , , , , , , , , 
608,0020865,8,81,91,9,60,31, , , , , , , , , , , 
609,0020871,1,0,15,38,37,25, , , , , , , , , , , 
610,0020871,2,15,20,36,39,25, , , , , , , , , , , 
611,0020871,3,20,36,22,43,35, , , , , , , , , , , 
612,0020871,4,36,46,12,53,35, , , , , , , , , , , 
613,0020871,5,46,66,16,58,26, , , , , , , , , , , 
614,0020871,6,66,81,25,29,46, , , , , , , , , , , 
615,0020875,1,0,6,40,36,24, , , , , , , , , , , 
616,0020875,2,6,25,31,27,42, , , , , , , , , , , 
617,0020875,3,25,46,31,26,43, , , , , , , , , , , 
618,0020875,4,46,66,22,32,46, , , , , , , , , , , 
619,0020878,1,0,12,51,32,17, , , , , , , , , , , 
620,0020878,2,12,15,60,26,14, , , , , , , , , , , 
621,0020878,3,15,23,31,19,50, , , , , , , , , , , 
622,0020878,4,23,28,31,16,53, , , , , , , , , , , 
623,0020878,5,28,46,24,20,56, , , , , , , , , , , 
624,0020878,6,46,76,24,23,53, , , , , , , , , , , 
625,0020880,1,0,10,17,40,43, , , , , , , , , , , 
626,0020880,2,10,15,18,41,41, , , , , , , , , , , 
627,0020880,3,15,36,12,58,30, , , , , , , , , , , 
628,0020880,4,36,61,4,25,71, , , , , , , , , , , 
629,0020880,5,61,76,3,20,77, , , , , , , , , , , 
630,0020880,6,76,97,1,19,80, , , , , , , , , , , 
631,0020902,10,73,92,41,26,33, , , , , , , , , , , 
632,0020902,12,105,118,46,25,29, , , , , , , , , , , 
633,0020902,3,3,8,54,34,12, , , , , , , , , , , 
634,0020902,4,8,13,54,36,10, , , , , , , , , , , 
635,0020902,5,13,18,50,28,22, , , , , , , , , , , 
636,0020902,6,18,23,43,27,30, , , , , , , , , , , 
637,0020902,7,23,33,38,26,36, , , , , , , , , , , 
638,0020902,8,33,53,40,25,35, , , , , , , , , , , 
639,0020902,9,53,73,41,25,34, , , , , , , , , , , 
640,0020903,2,4,9,39,44,17, , , , , , , , , , , 
641,0020903,3,9,19,41,45,14, , , , , , , , , , , 
642,0020903,4,19,24,42,41,17, , , , , , , , , , , 
643,0020903,5,24,29,42,43,25, , , , , , , , , , , 
644,0020903,6,29,39,42,28,30, , , , , , , , , , , 
645,0020903,7,39,59,44,28,28, , , , , , , , , , , 
646,0020903,8,59,79,43,28,29, , , , , , , , , , , 
647,0020903,9,79,92,42,31,27, , , , , , , , , , , 
648,0020904,2,5,10,32,45,23, , , , , , , , , , , 
649,0020904,3,10,20,23,60,17, , , , , , , , , , , 
650,0020904,4,20,25,16,60,24, , , , , , , , , , , 
651,0020904,5,25,35,12,52,36, , , , , , , , , , , 
652,0020904,6,35,60,26,29,45, , , , , , , , , , , 
653,0020904,7,60,85,33,26,41, , , , , , , , , , , 
654,0020904,8,85,110,40,27,33, , , , , , , , , , , 
655,0020904,9,110,114,40,30,30, , , , , , , , , , , 
656,0020905,2,0,6,6,24,70, , , , , , , , , , , 
657,0020905,3,6,34,3,22,75, , , , , , , , , , , 
658,0020905,4,34, ,2,17,81, , , , , , , , , , , 
659,0020906,1,0,2,47,35,18, , , , , , , , , , , 
660,0020906,2,2,8,41,46,13, , , , , , , , , , , 
661,0020906,3,8,15,43,28,29, , , , , , , , , , , 
662,0020906,4,15,32,12,61,27, , , , , , , , , , , 
663,0020906,5,32,50,26,62,12, , , , , , , , , , , 
664,0020906,6,50, ,21,65,14, , , , , , , , , , , 
665,0020907,1,0,2,31,54,15, , , , , , , , , , , 
666,0020907,2,2,7,27,61,12, , , , , , , , , , , 
667,0020907,3,7,11,17,46,37, , , , , , , , , , , 
668,0020907,4,11,39,29,33,38, , , , , , , , , , , 
669,0020907,5,39, ,33,35,32, , , , , , , , , , , 
670,0020908,1,0,3,20,38,42, , , , , , , , , , , 
671,0020908,2,3,5,26,42,32, , , , , , , , , , , 
672,0020908,3,5,8,17,26,57, , , , , , , , , , , 
673,0020908,4,8,23,12,17,71, , , , , , , , , , , 
674,0020908,5,23,34,19,29,52, , , , , , , , , , , 
675,0020908,6,34,60,9,33,58, , , , , , , , , , , 
676,0020908,7,60, ,3,23,74, , , , , , , , , , , 
677,0020910,2,0,4,40,40,20, , , , , , , , , , , 
678,0020910,3,4,13,41,36,23, , , , , , , , , , , 
679,0020910,4,13, ,35,33,32, , , , , , , , , , , 
680,0020916,1,0,18,12,55,33,1,1,2,1,8, , , , , , 
681,0020916,2,18,33,2,43,55,1,1,1,1,1, , , , , , 
682,0020916,3,33,56,2,34,64,1,1,1,1,1, , , , , , 
683,0020916,4,56,91,3,41,56,1,1,1,1,1, , , , , , 
684,0020916,5,91,152,3,60,47,1,1,1,1,1, , , , , , 
685,0020916,6,152, ,3,60,37,1,2, , , , , , , , , 
686,0020917,1,0,15,55,39,6,2,8,21,12,14, , , , , , 
687,0020917,2,15,23,42,31,27,1,6,16,8,11, , , , , , 
688,0020917,3,23,58,35,37,28,2,6,11,5,11, , , , , , 
689,0020917,4,58,99,73,19,8,1,8,34,17,14, , , , , , 
690,0020917,5,99,150,73,23,4,1,7,35,16,13, , , , , , 
691,0020918,1,0,18,57,34,9,1,7,23,10,16, , , , , , 
692,0020918,2,18,41,53,26,21,1,6,22,10,14, , , , , , 
693,0020918,3,41,76,62,23,15,2,8,26,11,15, , , , , , 
694,0020918,4,76,107,62,25,13,1,6,28,12,15, , , , , , 
695,0020918,5,107,137,58, , ,1,6,24,11,16, , , , , , 
696,0020920,1,0,5,65,27,8,6,11,24,14,12, , , , , , 
697,0020920,2,5,30,59,32,9,2,11,21,14,11, , , , , , 
698,0020920,3,30,56,66,20,14,2,10,26,15,13, , , , , , 
699,0020920,4,56,74,60,21,19,1,11,23,15,10, , , , , , 
700,0020920,5,74,107,92,4,4,2,20,33,30,7, , , , , , 
701,0020920,6,107,142,73,16,11,4,16,24,21,8, , , , , , 
702,0020920,7,142,168,76,15,9,2,15,28,24,8, , , , , , 
703,0020921,2,0,13,50,39,11,1,6,20,10,13, , , , , , 
704,0020921,3,13,23,43,29,28,1,5,18,8,11, , , , , , 
705,0020921,4,23,58,41,27,32,1,6,16,8,10, , , , , , 
706,0020921,5,58,91,42,28,30,2,6,15,8,11, , , , , , 
707,0020921,6,91,152,43,29,28,1,4,19,7,12, , , , , , 
708,0020921,7,152, ,44,30,26,1,5,19,8,11, , , , , , 
709,0020922,2,0,23,28,57,15, , , , , , , , , , , 
710,0020922,3,23,38,17,63,20, , , , , , , , , , , 
711,0020922,4,38,56,5,55,40, , , , , , , , , , , 
712,0020922,5,56,84,3,68,29, , , , , , , , , , , 
713,0020922,6,84,99,51,35,14, , , , , , , , , , , 
714,0020922,7,99,152,4,72,24, , , , , , , , , , , 
715,0020922,8,152,213,17,66,17, , , , , , , , , , , 
716,0020923,2,0,13,23,62,15,1,3,6,3,9, , , , , , 
717,0020923,3,13,20,20,36,44,2,4,6,3,5, , , , , , 
718,0020923,4,20,36,16,30,54,1,4,5,3,4, , , , , , 
719,0020923,5,36,48,19,35,46,1,3,6,4,4, , , , , , 
720,0020923,6,48,79,25,24,51,1,5,9,5,5, , , , , , 
721,0020923,7,79, ,17,31,52, ,2,7,4,5, , , , , , 
722,0020924,1,0,4,76,22,2,1,1,48,1,17, , , , , , 
723,0020924,2,4,23,77,16,7, ,1,50,10,16, , , , , , 
724,0020924,3,23,51,86,7,7, ,1,59,10,16, , , , , , 
725,0020924,4,51,61,86,6,9,1,3,55,12,15, , , , , , 
726,0020925,1,0,10,87,11,2,1,2,57,7,21, , , , , , 
727,0020925,2,10,46,87,9,4, ,1,57,5,24, , , , , , 
728,0020925,3,46,52,77,6,17, ,1,54,10,12, , , , , , 
729,0020925,4,52,91,87,7,6, ,1,58,9,18, , , , , , 
730,0020925,5,91,168,89,2,9,1,3,60,13,13, , , , , , 
731,0020925,6, ,168,81,6,13,1,4,50,17,11, , , , , , 
732,0020926,2,0,4,26,58,16,1,2,9,4,10, , , , , , 
733,0020926,3,4,7,16,65,19,0,1,4,2,9, , , , , , 
734,0020926,4,7,10,24,47,29,1,2,8,4,9, , , , , , 
735,0020926,5,10,26,31,31,38,1,2,14,5,9, , , , , , 
736,0020926,6,26,45,34,33,33,1,3,15,6,10, , , , , , 
737,0020926,7,45, ,35,32,33,1,3,14,6,12, , , , , , 
738,0020928,1,0,2,35,42,23,1,5,11,7,12, , , , , , 
739,0020928,2,2,6,32,44,24,1,3,11,5,10, , , , , , 
740,0020928,3,6,14,50,31,19,1,3,17,8,12, , , , , , 
741,0020928,4,14,20,45,39,16,1,5,23,12,14, , , , , , 
742,0020928,5,20, ,58,38,24,1,3,16,7,12, , , , , , 
743,0020929,1,0,5,21,68,11,1,2,5,3,9, , , , , , 
744,0020929,2,5,9,37,39,29,2,4,12,7,11, , , , , , 
745,0020929,3,9,25,32,30,38,1,4,12,6,9, , , , , , 
746,0020929,4,25,39,31,37,32,1,3,12,6,10, , , , , , 
747,0020929,5,39, ,33,34,33,1,3,13,6,9, , , , , , 
748,0020930,2,0,8,33,37,30,0,1,20,1,12, , , , , , 
749,0020930,3,8,25,70,22,8,0,1,46,2,22, , , , , , 
750,0020930,4,25, ,72,14,14,0,1,49,2,22, , , , , , 
751,0020934,1,0,15,93,6,1,1,1,59,7,26, , , , , , 
752,0020934,2,15,56,94,5,1, ,1,56,6,30, , , , , , 
753,0020934,3,56,102,94,4,2, ,1,63,5,25, , , , , , 
754,0020937,2,0,15,87,10,3, , ,41,1,46, , , , , , 
755,0020937,3,15,41,87,10,3, , ,35,1,51, , , , , , 
756,0020937,4,41,107,94,4,2, , ,49,1,44, , , , , , 
757,0020937,5,107,178,94,2,4, , ,42,1,51, , , , , , 
758,0020937,6,178,213,57,31,12, , ,2, ,54, , , , , , 
759,0020938,1,0,13,40,46,14,1,2,14,6,18, , , , , , 
760,0020938,2,13,23,39,48,13,1,2,23,6,8, , , , , , 
761,0020938,3,23,61,28,43,29,1,2,12,5,9, , , , , , 
762,0020938,4,61,107,36,50,14,1,3,16,9,8, , , , , , 
763,0020938,5,107,137,80,26,14,1,2,43,5,10, , , , , , 
764,0020939,1,0,10,52,39,9,1,1,12,1,39, , , , , , 
765,0020939,2,10,25,49,38,13, ,1,11,1,37, , , , , , 
766,0020939,3,25,61,40,40,20, ,1,9,1,31, , , , , , 
767,0020939,4,61,91,44,29,27, ,1,30,2,32, , , , , , 
768,0020939,5,91,132,54,16,30,1,2,25,4,23, , , , , , 
769,0020939,6,132,183,74,12,14,1,2,25,5,42, , , , , , 
770,0020940,1,0,10,46,51,3,2,8,15,8,13, , , , , , 
771,0020940,2,10,25,71,27,2,4,11,24,16,16, , , , , , 
772,0020940,3,25,36,53,26,21,2,10,19,9,13, , , , , , 
773,0020940,4,36,76,55,25,20,3,9,19,12,12, , , , , , 
774,0020940,5,76,117,68,27,5,2,11,27,12,16, , , , , , 
775,0020940,6,117,136,52,35,13,3,8,17,10,13, , , , , , 
776,0020941,1,0,5,26,55,19, ,1,12,2,11, , , , , , 
777,0020941,2,5,30,63,25,12,1,1,37,5,21, , , , , , 
778,0020941,3,30,86,9,56,35, ,1,2,1,7, , , , , , 
779,0020941,4,86,127,10,62,28, ,1,1,1,9, , , , , , 
780,0020941,5,127,193,9,64,27, ,1,1,1,8, , , , , , 
781,0020942,1,0,15,49,43,8,2,6,16,9,16, , , , , , 
782,0020942,2,15,23,51,27,22,2,8,19,10,12, , , , , , 
783,0020942,3,23,53,44,29,27,2,8,16,8,10, , , , , , 
784,0020942,4,53,91,46,31,23,2,6,17,10,11, , , , , , 
785,0020942,5,91,112,45,30,25,1,6,18,9,11, , , , , , 
786,0020942,6,112,142,44,31,25,1,5,16,8,13, , , , , , 
787,0020942,7,142,183,48,30,22,2,7,17,9,11, , , , , , 
788,0020943,2,0,5,76,22,2,1,7,42,14,12, , , , , , 
789,0020943,3,5,46,90,6,4,1,12,41,26,86, , , , , , 
790,0020943,4,46,56,44,29,27,2,6,15,9,11, , , , , , 
791,0020943,5,56,91,40,31,29,1,5,16,7,10, , , , , , 
792,0020944,2,0,25,27,62,11, , ,2,1,24, , , , , , 
793,0020944,3,25,71,15,56,29, , ,1, ,14, , , , , , 
794,0020944,4,71,104,13,58,29, , ,1, ,12, , , , , , 
795,0020944,5,104,190,12,62,26, , , , ,1, , , , , , 
796,0020944,6,190, ,12,58,30, , , , ,11, , , , , , 
797,0020945,1,0,15,71,25,4,4,14,27,13,13, , , , , , 
798,0020945,2,15,25,62,24,14,3,8,23,14,13, , , , , , 
799,0020945,3,25,41,60,24,16,2,9,24,11,14, , , , , , 
800,0020945,4,41,71,62,23,15,3,12,23,13,11, , , , , , 
801,0020945,5,71,122,65,22,13,4,13,23,13,12, , , , , , 
802,0020945,6,122,173,63,20,17,5,11,20,13,13, , , , , , 
803,0020948,1,0,5,23,50,27,1,2,8,3,9, , , , , , 
804,0020948,2,5,13,36,51,13,1,5,16,8,26, , , , , , 
805,0020948,3,13,53,36,41,23,1,3,12,6,13, , , , , , 
806,0020948,4,53,86,51,31,18,1,6,19,8,17, , , , , , 
807,0020948,5,86,112,35,40,25,2,3,13,5,12, , , , , , 
808,0020948,6,112,132,44,33,23,1,5,17,7,13, , , , , , 
809,0020949,1,0,5,30,46,24,1,4,10,5,10, , , , , , 
810,0020949,2,5,28,29,50,21,1,3,9,4,12, , , , , , 
811,0020949,3,28,38,22,51,27,1,2,6,3,11, , , , , , 
812,0020949,4,38,64,43,30,27,2,4,17,7,12, , , , , , 
813,0020949,5,64,84,46,37,17,2,5,17,7,15, , , , , , 
814,0020949,6,84,135,42,30,28,1,4,17,6,14, , , , , , 
815,0020949,7,135,175,41,33,26,1,5,15,5,14, , , , , , 
816,0020954,3,3,23,55,33,12, ,1,46,1,7, , , , , , 
817,0020954,4,23,43,54,34,12, ,2,18,2,32, , , , , , 
818,0020954,5,43,64,13,63,24, ,1,7, ,5, , , , , , 
819,0020954,6,64, ,41,47,12, ,1,3,1,36, , , , , , 
820,0020955,2,0,13,35,58,7,1,5,11,6,12, , , , , , 
821,0020955,3,13,21,35,52,13,1,4,9,5,17, , , , , , 
822,0020955,4,21,44,44,26,30,2,9,19,6,8, , , , , , 
823,0020955,5,44,95,25,28,47,1,4,10,4,5, , , , , , 
824,0020956,2,0,18,47,44,9,1,7,18,9,13, , , , , , 
825,0020956,3,18,26,53,27,20,1,8,22,11,10, , , , , , 
826,0020956,4,26,69,47,24,29,1,8,21,10,6, , , , , , 
827,0020956,5,69,126,48,30,22,1,8,22,10,7, , , , , , 
828,0020957,1,0,15,38,40,22,1,6,17,6,7, , , , , , 
829,0020957,2,15,23,42,36,22,1,6,18,7,10, , , , , , 
830,0020957,3,23,51,27,34,39,1,4,15,5,6, , , , , , 
831,0020957,4,51,66,38,30,32,1,5,14,5,11, , , , , , 
832,0020957,5,66, ,34,33,33,1,4,12,5,11, , , , , , 
833,0020958,1,0,15,51,40,9,2,7,19,8,15, , , , , , 
834,0020958,2,15,30,46,40,14,1,6,16,7,16, , , , , , 
835,0020958,3,30,58,51,29,20,1,9,20,9,2, , , , , , 
836,0020958,4,58,81,44,28,28,2,7,16,7,11, , , , , , 
837,0020958,5,81,89,65,24,11,1,5,34,10,15, , , , , , 
838,0020958,6,89, ,65,24,11,1,5,34,10,15, , , , , , 
839,0020959,2,0,5,90,8,2,4,34,28,21,3, , , , , , 
840,0020959,3,5,18,85,13,2,1,32,26,20,4, , , , , , 
841,0020959,4,18,38,86,12,2,3,44,16,20,3, , , , , , 
842,0020959,5,38,66,96,2,2,6,55,17,17,2, , , , , , 
843,0020959,6,66, ,96,2,2,1,10,68,16,2, , , , , , 
844,0020960,2,0,14,50,41,9,1,1,14,1,35, , , , , , 
845,0020960,3,14,33,19,49,32,1,1,4,1,14, , , , , , 
846,0020960,4,33,64,26,49,25,1,1,1,1,25, , , , , , 
847,0020960,5,64,86,40,39,21,1,1,3,1,37, , , , , , 
848,0020960,6,86, ,54,30,16, ,1,10,1,44, , , , , , 
849,0020964,1,0,8,83,9,9,1,2,67,6,8, , , , , , 
850,0020964,2,8,25,86,9,5,1,2,70,6,7, , , , , , 
851,0020964,3,25,48,92,5,3,0,1,82,5,4, , , , , , 
852,0020964,4,48,71,79,6,14,0,1,57,2,20, , , , , , 
853,0020964,5,71,100,91,8,1,1,1,70,6,13, , , , , , 
854,0020964,6,100,136,89,4,7,0,1,70,4,14, , , , , , 
855,0020964,7,136,175,81,7,12,1,1,59,4,15, , , , , , 
856,0020965,1,0,1,58,32,10, , , , , , , , , , , 
857,0020965,2,1,5,63,27,10, , , , , , , , , , , 
858,0020965,3,5,12,79,16,5, , , , , , , , , , , 
859,0020965,4,12,17,29,46,25, , , , , , , , , , , 
860,0020965,5,17,41,30,35,35, , , , , , , , , , , 
861,0020965,6,41,56,29,34,37, , , , , , , , , , , 
862,0020965,7,56,60,29,36,35, , , , , , , , , , , 
863,0020965,8,60, ,24,65,11, , , , , , , , , , , 
864,0020966,1,0,2,20,64,16,1,1,6,2,10, , , , , , 
865,0020966,2,2,5,29,60,11,1,2,12,3,11, , , , , , 
