OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,T_SAND,T_SILT,T_CLAY,VC_SAND,C_SAND,M_SAND,F_SAND,VF_SAND,FIBRE,BULK_DEN,RETN_HYGR,RETN_0KP,RETN_33KP,RETN_1500K
29715,0800001,2,33,42,10,33,57,10,0,1,3,5, , , , , , 
29716,0800001,4,43,67,10,23,67,10,0,1,3,6, ,1.7, , , , 
29717,0800001,5,67,95,5,9,86,5, , , , , , , , , , 
29718,0800001,6,95,120,2,16,82,2, , , , , ,1.3, , , , 
29719,0800001,7,120,205,2,8,90,2, , , , , , , , , , 
29720,0810001,1,0,12,57,34,9,57,1,12,24,20, , , , , , 
29721,0810001,2,13,25,55,21,24,55,0,3,20,32, ,1.55, , , , 
29722,0810001,3,23,48,41,23,36,41,0,2,15,24, ,1.54, , , , 
29723,0810001,4,20,68,47,23,30,47,0,1,15,31, , , , , , 
29724,0810001,5,68,130,42,33,25,42,0,1,10,31, ,1.38, , , , 
29725,0810001,6,130,180,27,62,11,27,0,0,2,25, , , , , , 
29726,0820001,1,0,5,71,26,3,71, , , , , , , , , , 
29727,0820001,2,5,11,67,29,4,67, , , , , , , , , , 
29728,0820001,3,11,25,62,31,7,62, , , , , , , , , , 
29729,0820002,2,0,7,32,60,8,32, , , , , , , , , , 
29730,0820002,3,7,25,16,38,56,16, , , , , , , , , , 
29731,0820002,4,25,40,9,34,57,9, , , , , , , , , , 
29732,0820002,5,40,80,2,34,64,2, , , , , , , , , , 
29733,0820002,6,80,120,8,35,57,8, , , , , , , , , , 
29734,0820003,2,0,30,52,27,21,52, , , , , , , , , , 
29735,0820003,3,30, ,52,25,23,52, , , , , , , , , , 
29736,0820004,2,0,8,48,38,14,48, , , , , , , , , , 
29737,0820004,3,8,35,49,37,14,49, , , , , , , , , , 
29738,0820004,4,35, ,49,28,23,49, , , , , , , , , , 
29739,0820005,2,0,7,51,42,7,51, , , , , , , , , , 
29740,0820005,3,7,23,54,29,17,54, , , , , , , , , , 
29741,0820005,4,23,45,45,26,29,45, , , , , , , , , , 
29742,0820005,5,45, ,43,27,30,43, , , , , , , , , , 
29743,0820006,2,0,3,21,53,26,21, , , , , , , , , , 
29744,0820006,3,3,15,22,58,20,22, , , , , , , , , , 
29745,0820006,4,15,35,21,31,48,21, , , , , , , , , , 
29746,0820006,5,35, ,8,32,60,8, , , , , , , , , , 
29747,0820007,2,0,6,48,45,7,48, , , , , , , , , , 
29748,0820007,3,6,10,48,41,11,48, , , , , , , , , , 
29749,0820007,4,10,22,25,31,44,25, , , , , , , , , , 
29750,0820007,5,22,50,27,33,40,27, , , , , , , , , , 
29751,0820007,6,50, ,44,27,29,44, , , , , , , , , , 
29752,0820008,2,0,8,84,14,2,84, , , , , , , , , , 
29753,0820008,3,8,17,27,54,19,27, , , , , , , , , , 
29754,0820008,4,17,38,89,3,8,89, , , , , , , , , , 
29755,0820008,5,38, ,80,5,15,80, , , , , , , , , , 
29756,0820009,2,0,5,42,47,11,42, , , , , , , , , , 
29757,0820009,3,5,10,12,39,49,12, , , , , , , , , , 
29758,0820009,4,10,25,6,31,63,6, , , , , , , , , , 
29759,0820009,5,25,50,2,24,74,2, , , , , , , , , , 
29760,0820009,6,50, ,43,25,32,43, , , , , , , , , , 
29761,0820010,2,0,20,87,6,7,87, , , , , , , , , , 
29762,0820010,3,20,45,57,27,16,57, , , , , , , , , , 
29763,0820010,4,45, ,79,6,15,79, , , , , , , , , , 
29764,0820011,1,0,7,52,41,7,52, , , , , , , , , , 
29765,0820011,2,7,25,48,33,19,48, , , , , , , , , , 
29766,0820011,3,25,50,86,11,3,86, , , , , , , , , , 
29767,0820011,4,50, ,12,42,46,12, , , , , , , , , , 
29768,0820012,1,0,12,23,66,11,23, , , , , , , , , , 
29769,0820012,2,12,26,15,39,46,15, , , , , , , , , , 
29770,0820012,3,26,40,13,31,55,13, , , , , , , , , , 
29771,0820012,4,40, ,11,30,59,11, , , , , , , , , , 
29772,0820013,1,0,5,77,20,3,77, , , , , , , , , , 
29773,0820013,2,5,35,71,21,8,71, , , , , , , , , , 
29774,0820013,3,35, ,85,9,6,85, , , , , , , , , , 
29775,0820014,1,0,5,33,58,9,33, , , , , , , , , , 
29776,0820014,2,5,12,36,52,12,36, , , , , , , , , , 
29777,0820014,3,12,25,27,38,35,27, , , , , , , , , , 
29778,0820014,4,25,45,36,30,34,36, , , , , , , , , , 
29779,0820014,5,45, ,24,34,42,24, , , , , , , , , , 
29780,0820015,1,0,5,54,43,3,54, , , , , , , , , , 
29781,0820015,2,5,20,68,28,4,68, , , , , , , , , , 
29782,0820015,3,20,50,86,11,3,86, , , , , , , , , , 
29783,0820015,4,50, ,72,20,8,72, , , , , , , , , , 
29784,0820016,2,0,6,23,53,24,23, , , , , , , , , , 
29785,0820016,4,18,45,15,35,50,15, , , , , , , , , , 
29786,0820016,5,45, ,28,33,398,28, , , , , , , , , , 
29787,0820017,2,0,10,18,63,63,18, , , , , , , , , , 
29788,0820017,3,10,30,16,51,51,16, , , , , , , , , , 
29789,0820017,4,30, ,16,38,38,16, , , , , , , , , , 
29790,0820018,2,0,8,81,17,2,81,10,25,36,9, , , , , , 
29791,0820018,3,8,38,75,9,16,75,16,25,26,6, , , , , , 
29792,0820018,4,38,105,98,1,1,98,13,59,26,0, , , , , , 
29793,0820018,5,105,111,96,2,2,96,7,9,64,11, , , , , , 
29794,0820018,6,111,119,46,25,29,46,3,13,21,8, , , , , , 
29795,0820018,7,119,126,7,60,33,7, , , , , , , , , , 
29796,0820018,8,126,138,47,35,18,47,4,15,20,8, , , , , , 
29797,0820018,9,138, ,62,27,11,62, , , , , , , , , , 
29798,0820019,2,0,14,82,15,3,82,0,5,39,37, , , , , , 
29799,0820019,3,14,40,86,11,3,86,0,3,46,37, , , , , , 
29800,0820019,4,40,75,88,8,4,88,2,16,39,31, , , , , , 
29801,0820019,5,75,85,65,16,19,65,2,10,31,22, , , , , , 
29802,0820020,2,0,6,66,34, ,66,5,21,30,9, , , , , , 
29803,0820020,3,6,15,83,14,3,83,3,17,51,11, , , , , , 
29804,0820020,4,15,27,86,12,2,86,3,16,57,10, , , , , , 
29805,0820020,5,27,60,49,27,24,49,4,16,21,7, , , , , , 
29806,0820020,6,60,100,50,32,18,50,4,15,22,8, , , , , , 
29807,0820020,7,100,120,48,32,20,48,4,14,21,8, , , , , , 
29808,0820021,2,0,5,72,28, ,72,5,24,31,12, , , , , , 
29809,0820021,3,5,16,78,22, ,78,4,21,38,15, , , , , , 
29810,0820021,4,16,36,57,34,9,57,4,13,26,14, , , , , , 
29811,0820021,5,36,68,62,27,11,62,7,20,25,9, , , , , , 
29812,0820021,6,68,93,58,26,16,58,5,19,24,9, , , , , , 
29813,0820022,2,0,10,52,46,2,52,6,18,20,8, , , , , , 
29814,0820022,3,10,25,51,35,14,51,7,15,19,9, , , , , , 
29815,0820022,4,25,53,52,28,20,52,5,16,21,9, , , , , , 
29816,0820022,5,53,90,63,23,14,63,5,20,26,11, , , , , , 
29817,0820022,6,90,120,58,25,17,58,4,17,26,10, , , , , , 
29818,0820023,2,0,8,27,64,9,27,2,6,8,10, , , , , , 
29819,0820023,3,8,20,68,23,9,68,5,24,26,13, , , , , , 
29820,0820023,4,20,54,73,17,10,73,5,24,28,16, , , , , , 
29821,0820023,5,54,100,54,27,19,54,5,17,23,9, , , , , , 
29822,0820024,10,105,120,45,36,19,45,4,14,20,7, , , , , , 
29823,0820024,2,0,7,25,65,10,25,2,5,7,11, , , , , , 
29824,0820024,3,7,12,24,56,20,24,1,5,8,10, , , , , , 
29825,0820024,4,12,17,21,43,36,21,1,4,7,9, , , , , , 
29826,0820024,5,17,59,17,29,54,17,1,4,8,4, , , , , , 
29827,0820024,6,59,63,28,42,30,28,2,9,28,4, , , , , , 
29828,0820024,7,63,73,35,34,31,35,3,11,35,5, , , , , , 
29829,0820024,8,73,85,43,37,20,43,3,13,20,7, , , , , , 
29830,0820024,9,85,105,42,35,23,42,4,13,18,6, , , , , , 
29831,0820025,2,0,7,11,59,30,11,1,3,4,3, , , , , , 
29832,0820025,3,7,11,9,53,38,9,1,2,4,2, , , , , , 
29833,0820025,4,11,27,5,35,60,5,0,1,2,1, , , , , , 
29834,0820025,5,27,60,8,31,61,8,1,2,4,1, , , , , , 
29835,0820025,6,60,85,26,38,36,26,0,3,16,7, , , , , , 
29836,0820025,7,85, ,33,41,26,33,0,2,14,16, , , , , , 
29837,0820026,2,0,5,22,61,17,22,1,4,7,9, , , , , , 
29838,0820026,3,5,20,18,75,7,18,1,4,6,6, , , , , , 
29839,0820026,4,20,28,29,38,33,29,2,5,11,11, , , , , , 
29840,0820026,5,28,60,31,34,35,31,2,6,11,12, , , , , , 
29841,0820026,6,60,100,36,38,26,36,2,6,14,13, , , , , , 
29842,0820026,7,100, ,38,36,26,38,2,6,14,15, , , , , , 
29843,0820027,1,6,0,3,29,68,3, , , , , , , , , , 
29844,0820027,2,0,18,2,38,60,2, , , , , , , , , , 
29845,0820027,3,18,38,1,27,72,1, , , , , , , , , , 
29846,0820027,4,38,65,1,40,59,1, , , , , , , , , , 
29847,0820028,2,0,6,99,1, ,99,4,43,50,2, , , , , , 
29848,0820028,3,6,16,97,3, ,97,4,42,48,3, , , , , , 
29849,0820028,4,16,30,98,2, ,98,2,36,56,4, , , , , , 
29850,0820028,5,30,50,99,1, ,99,4,49,43,3, , , , , , 
29851,0820028,6,50,100,100,0, ,100,11,68,21,0, , , , , , 
29852,0820028,7,100,160,100,0, ,100,11,55,34,0, , , , , , 
29853,0820028,8,160, ,100,0, ,100,5,61,34,0, , , , , , 
29854,0820029,2,0,15,37,50,13,37,2,10,16,9, , , , , , 
29855,0820029,3,15,63,29,33,38,29,2,11,13,3, , , , , , 
29856,0820029,4,63,75,13,32,55,13,1,2,8,2, , , , , , 
29857,0820029,5,75, ,41,24,35,41,4,17,15,4, , , , , , 
29858,0820030,2,0,11,88,12, ,88,41,33,9,3, , , , , , 
29859,0820030,3,11,20,90,8,2,90,39,35,11,3, , , , , , 
29860,0820030,4,20,33,80,8,12,80,28,29,16,4, , , , , , 
29861,0820030,5,33, ,55,30,15,55,5,18,23,7, , , , , , 
29862,0820031,2,0,12,92,7,1,92,12,48,29,2, , , , , , 
29863,0820031,3,12,28,94,3,3,94,10,50,33,1, , , , , , 
29864,0820031,4,28,68,96, ,4,96,10,51,34,1, , , , , , 
29865,0820031,5,68,115,96, ,4,96,5,41,46,3, , , , , , 
29866,0820032,2,0,18,71,27,2,71,5,21,30,14, , , , , , 
29867,0820032,3,18,26,65,31,4,65,6,20,25,13, , , , , , 
29868,0820032,4,26,60,47,28,25,47,7,14,18,7, , , , , , 
29869,0820033,2,0,5,92,6,2,92,7,34,45,5, , , , , , 
29870,0820033,3,5,25,88,10,2,88,7,31,43,6, , , , , , 
29871,0820033,4,25,55,95,2,3,95,13,36,39,6, , , , , , 
29872,0820033,5,55,90,95,3,2,95,2,26,62,5, , , , , , 
29873,0820033,6,90,120,95,3,2,95,0,6,80,8, , , , , , 
29874,0820034,2,0,10,67,30,3,67,0,5,32,29, , , , , , 
29875,0820034,3,10,21,73,23,4,73,1,5,33,34, , , , , , 
29876,0820034,4,21,65,35,32,33,35,1,3,11,20, , , , , , 
29877,0820034,5,65,85,35,34,31,35,1,4,12,18, , , , , , 
29878,0820034,6,85,110,36,35,29,36,1,4,13,17, , , , , , 
29879,0820035,2,0,7,95,5, ,95,4,61,28,2, , , , , , 
29880,0820035,3,7,16,94,6, ,94,3,57,32,2, , , , , , 
29881,0820035,4,16,37,95,5, ,95,3,59,31,2, , , , , , 
29882,0820035,5,37,55,96,4, ,96,2,53,38,3, , , , , , 
29883,0820035,6,55, ,97,3, ,97,2,58,35,2, , , , , , 
29884,0820036,2,0,7,64,36, ,64,9,27,20,7, , , , , , 
29885,0820036,3,7,17,67,22,11,67,3,15,40,8, , , , , , 
29886,0820036,4,17,35,92,4,4,92,1,37,52,1, , , , , , 
29887,0820036,5,35,50,88,9,3,88,11,65,10,1, , , , , , 
29888,0820036,6,50,80,91,8,1,91,12,40,34,4, , , , , , 
29889,0820037,2,0,3,87,13,0,87,27,42,12,2, , , , , , 
29890,0820037,3,3,9,77,22,1,77,23,37,11,3, , , , , , 
29891,0820037,4,9,17,64,33,3,64,19,28,9,4, , , , , , 
29892,0820037,5,17,27,69,26,5,69,16,31,15,5, , , , , , 
29893,0820037,6,27,51,97,3,0,97,23,58,13,0, , , , , , 
29894,0820037,7,51,100,98,2,0,98,39,41,2,0, , , , , , 
29895,0820037,8,100, ,98,2,0,98,18,46,31,0, , , , , , 
29896,0820039,2,0,12,66,31,3,66,7,21,27,10, , , , , , 
29897,0820039,3,12,25,52,30,18,52,4,15,23,10, , , , , , 
29898,0820039,4,25,38,48,29,23,48,4,13,20,10, , , , , , 
29899,0820039,5,38,67,49,28,23,49,5,14,20,9, , , , , , 
29900,0820039,6,67,120,50,27,23,50,6,16,19,8, , , , , , 
29901,0820040,3,0,4,85,14,1,85,7,37,29,12, , , , , , 
29902,0820040,4,4,12,79,21, ,79,4,24,34,16, , , , , , 
29903,0820040,5,12,27,67,28,5,67,4,26,25,11, , , , , , 
29904,0820040,6,27,100,96,4, ,96,4,56,32,4, , , , , , 
29905,0820040,7,100, ,99,1, ,99,4,65,29,1, , , , , , 
29906,0820041,2,0,5,96,4,0,96,2,51,41,2, , , , , , 
29907,0820041,3,5,11,94,6,0,94,2,45,44,3, , , , , , 
29908,0820041,4,11,56,91,8,1,91,1,45,42,3, , , , , , 
29909,0820041,5,56,86,92,8,0,92,1,44,44,2, , , , , , 
29910,0820041,6,86, ,97,3,0,97,1,28,66,2, , , , , , 
29911,0820042,2,0,8,23,60,17,23,2,8,8,5, , , , , , 
29912,0820042,3,8,28,4,28,68,4,0,1,2,0, , , , , , 
29913,0820042,4,28,46,6,29,65,6,0,2,3,1, , , , , , 
29914,0820042,6,84,90,23,34,43,23,2,6,9,6, , , , , , 
29915,0820042,7,90,105,26,38,36,26,2,5,11,6, , , , , , 
29916,0820042,8,105,130,36,35,29,36,3,8,14,10, , , , , , 
29917,0820042,9,130,150,17,35,48,17,2,4,7,5, , , , , , 
29918,0820044,2,0,8,57,39,4,57,7,16,22,10, , , , , , 
29919,0820044,3,8,20,54,31,15,54,5,15,24,9, , , , , , 
29920,0820044,4,20,50,47,28,25,47,4,13,21,8, , , , , , 
29921,0820044,5,50,80,65,17,18,65,6,13,30,15, , , , , , 
29922,0820044,6,80, ,56,25,19,56,3,14,28,10, , , , , , 
29923,0820045,2,0,6,14,65,21,14,1,3,5,5, , , , , , 
29924,0820045,3,6,11,15,49,36,15,1,3,6,5, , , , , , 
29925,0820045,4,11,24,11,31,58,11,1,2,4,4, , , , , , 
29926,0820045,5,24,40,13,33,54,13,1,2,5,5, , , , , , 
29927,0820045,6,49,90,11,35,54,11,1,2,4,4, , , , , , 
29928,0820045,7,90,135,9,36,55,9,0,2,4,3, , , , , , 
29929,0820046,2,0,3,18,63,19,18,3,5,5,5, , , , , , 
29930,0820046,3,3,17,18,58,24,18,2,5,6,5, , , , , , 
29931,0820046,4,17,55,6,15,79,6,0,1,2,1, , , , , , 
29932,0820046,5,55,70,20,72,8,20,1,3,6,9, , , , , , 
29933,0820046,6,70,100,28,36,36,28,1,6,13,8, , , , , , 
29934,0820046,7,100,120,9,55,36,9,0,2,4,2, , , , , , 
29935,0820047,2,0,4,22,35,43,22,1,4,10,7, , , , , , 
29936,0820047,3,4,8,20,57,23,20,1,4,8,7, , , , , , 
29937,0820047,4,8,29,21,32,47,21,1,5,9,6, , , , , , 
29938,0820047,5,29,48,22,29,49,22,2,5,10,5, , , , , , 
29939,0820047,6,48,86,27,32,41,27,2,6,13,6, , , , , , 
29940,0820047,7,86,110,23,35,42,23,2,6,10,5, , , , , , 
29941,0820048,2,0,7,19,70,11,19,2,3,5,8, , , , , , 
29942,0820048,3,7,14,28,47,25,28,2,6,9,10, , , , , , 
29943,0820048,4,14,34,22,30,48,22,2,5,7,7, , , , , , 
29944,0820048,5,34,48,30,35,35,30,4,7,9,9, , , , , , 
29945,0820048,6,48,80,47,39,14,47,4,12,15,16, , , , , , 
29946,0820048,7,80,120,31,37,32,31,2,5,10,13, , , , , , 
29947,0820049,2,0,12,17,70,13,17,1,4,6,6, , , , , , 
29948,0820049,3,12,37,14,38,48,14,1,4,6,3, , , , , , 
29949,0820049,4,37,60,15,35,50,15,1,4,6,4, , , , , , 
29950,0820049,5,60,100,22,33,45,22,2,7,10,3, , , , , , 
29951,0820049,6,100,120,36,33,31,36,2,11,17,6, , , , , , 
29952,0820049,7,120,150,41,31,28,41,4,11,18,8, , , , , , 
29953,0820050,2,0,10,86,12,2,86, ,3,73,11, , , , , , 
29954,0820050,3,10,19,88,10,2,88, ,3,72,14, , , , , , 
29955,0820050,4,19,34,90,7,3,90, ,2,73,15, , , , , , 
29956,0820050,5,34,78,89,6,5,89, ,2,73,13, , , , , , 
29957,0820050,6,78,100,91,4,5,91, ,2,72,16, , , , , , 
29958,0820050,7,100, ,92,5,3,92, ,2,78,12, , , , , , 
29959,0820051,2,0,16,48,48,4,48,6,16,17,9, , , , , , 
29960,0820051,3,16,34,47,33,20,47,5,15,18,8, , , , , , 
29961,0820051,4,34,42,47,32,21,47,6,15,18,7, , , , , , 
29962,0820051,5,42,70,51,31,18,51,5,16,20,8, , , , , , 
29963,0820051,6,70,110,50,33,17,50,6,16,18,8, , , , , , 
29964,0820053,2,0,6,15,71,14,15,1,3,6,5, , , , , , 
29965,0820053,3,6,15,36,33,31,36,1,9,18,8, , , , , , 
29966,0820053,4,15,35,14,40,46,14,1,4,6,3, , , , , , 
29967,0820053,5,35,50,24,37,39,24,1,4,10,9, , , , , , 
29968,0820053,6,50,70,50,23,17,50,4,11,20,15, , , , , , 
29969,0820056,2,0,20,72,26,2,72,7,34,24,7, , , , , , 
29970,0820056,3,20,40,93,4,3,93,14,36,38,5, , , , , , 
29971,0820056,4,40,55,92,5,3,92,10,56,23,2, , , , , , 
29972,0820056,5,55,85,80,16,4,80,8,27,34,11, , , , , , 
29973,0820062,2,0,5,54,39,7,54,6,17,22,8, , , , , , 
29974,0820062,3,5,10,49,35,16,49,6,17,19,7, , , , , , 
29975,0820062,4,10,25,46,36,18,46,6,16,17,6, , , , , , 
29976,0820062,5,25,45,45,32,23,45,6,15,16,7, , , , , , 
29977,0820062,6,45,63,44,27,29,44,6,15,16,6, , , , , , 
29978,0820062,7,63,90,44,29,27,44,7,14,16,6, , , , , , 
29979,0820062,8,90, ,46,28,26,46,6,16,17,6, , , , , , 
29980,0820065,2,50,80,37,42,21,37, , , , , , , , , , 
29981,0820067,2,0,5,36,53,11,36,5,12,13,5, , , , , , 
29982,0820067,4,14,24,40,33,27,40,6,12,14,7, , , , , , 
29983,0820067,5,24,42,35,31,34,35,5,11,13,5, , , , , , 
29984,0820067,6,42,77,36,31,33,36,5,12,13,5, , , , , , 
29985,0820067,7,77, ,45,29,26,45,7,15,14,6, , , , , , 
29986,0820068,2,0,6,56,39,5,56,8,22,19,6, , , , , , 
29987,0820068,3,6,18,48,28,24,48,5,16,20,6, , , , , , 
29988,0820068,4,18,36,40,28,32,40,5,14,15,5, , , , , , 
29989,0820068,5,36,62,40,28,32,40,7,15,14,4, , , , , , 
29990,0820068,6,62,80,44,26,30,44,8,17,13,4, , , , , , 
29991,0820068,7,80, , ,34,66, , , , , , , , , , , 
29992,0820069,2,0,3,1,46,53,1, , , , , , , , , , 
29993,0820069,3,3,21,1,38,61,1, , , , , , , , , , 
29994,0820069,4,21,50,40,41,19,40,8,14,12,4, , , , , , 
29995,0820069,5,50,68, ,37,63, , , , , , , , , , , 
29996,0820069,6,68,80, ,43,57, , , , , , , , , , , 
29997,0820070,2,0,9,42,44,14,42,6,16,14,5, , , , , , 
29998,0820070,3,9,17,31,41,28,31,5,10,12,5, , , , , , 
29999,0820070,4,17,48,35,33,32,35,6,13,11,4, , , , , , 
30000,0820070,5,48,64,37,32,31,37,5,13,13,5, , , , , , 
30001,0820070,6,64,80,31,36,33,31,5,11,10,4, , , , , , 
30002,0820070,7,80,120,31,35,34,31,4,11,11,4, , , , , , 
30003,0820071,2,0,14,32,58,10,32,0,5,16,11, , , , , , 
30004,0820071,3,14,32,73,18,9,73,0,14,46,13, , , , , , 
30005,0820071,4,32,70,82,10,8,82,0,22,51,9, , , , , , 
30006,0820071,5,70,90,82,9,9,82,0,7,71,4, , , , , , 
30007,0820072,2,0,9,66,29,5,66,7,24,26,8, , , , , , 
30008,0820072,3,9,22,51,47,2,51,7,19,18,6, , , , , , 
30009,0820072,4,22,40,56,30,14,56,6,19,22,8, , , , , , 
30010,0820072,5,40,65,55,34,11,55,3,13,23,14, , , , , , 
30011,0820072,6,65,90,95,4,1,95,15,55,22,2, , , , , , 
30012,0820072,7,90,120,99,1, ,99,14,47,35,2, , , , , , 
30013,0820073,2,0,7,38,45,17,38,5,13,14,4, , , , , , 
30014,0820073,3,7,24,26,41,33,26,4,8,9,4, , , , , , 
30015,0820073,4,24,46,24,36,40,24,3,7,8,5, , , , , , 
30016,0820073,5,46,64,25,37,38,25,4,8,9,3, , , , , , 
30017,0820073,6,64,89,27,38,36,27,4,9,9,4, , , , , , 
30018,0820073,7,89, ,27,38,34,27,4,8,9,5, , , , , , 
30019,0820074,2,0,9,29,66,5,29,4,10,10,5, , , , , , 
30020,0820074,3,9,22,51,42,7,51,7,17,18,8, , , , , , 
30021,0820074,4,22,47,38,34,28,38,5,11,13,8, , , , , , 
30022,0820074,5,47,59,39,32,29,39,5,12,14,7, , , , , , 
30023,0820074,6,59,75,39,35,26,39,5,12,15,7, , , , , , 
30024,0820074,7,75,120,46,50,24,46,5,14,18,8, , , , , , 
30025,0820075,2,0,7,13,75,12,13,2,4,4,3, , , , , , 
30026,0820075,3,7,23,21,41,38,21,3,8,7,2, , , , , , 
30027,0820075,4,23,35,3,50,47,3, , , , , , , , , , 
30028,0820075,5,35,48,9,41,50,9, , , , , , , , , , 
30029,0820075,6,48,59,10,46,44,10, , , , , , , , , , 
30030,0820075,7,59, ,15,43,42,15,2,5,5,2, , , , , , 
30031,0820076,2,0,10,26,57,17,26,5,8,8,3, , , , , , 
30032,0820076,3,10,15,32,50,18,32,6,11,10,4, , , , , , 
30033,0820076,4,15,35,33,37,30,33,5,12,11,4, , , , , , 
30034,0820076,5,35,60,23,35,42,23,3,8,8,3, , , , , , 
30035,0820076,6,60,100,6,45,49,6, , , , , , , , , , 
30036,0820077,2,0,8,22,67,11,22,4,8,7,2, , , , , , 
30037,0820077,3,8,18,36,37,27,36,5,13,13,5, , , , , , 
30038,0820077,4,18,35,44,28,28,44,6,16,16,5, , , , , , 
30039,0820077,5,35,60,23,33,44,23,3,8,8,3, , , , , , 
30040,0820077,6,60,100,31,33,36,31,4,11,11,4, , , , , , 
30041,0820078,2,0,10,19,66,15,19,3,7,6,2, , , , , , 
30042,0820078,3,10,16,22,49,29,22,3,7,8,3, , , , , , 
30043,0820078,4,16,34,37,28,35,37,5,14,14,3, , , , , , 
30044,0820078,5,34,52,45,27,28,45,6,16,16,5, , , , , , 
30045,0820078,6,52, ,46,27,27,46,5,15,19,6, , , , , , 
30046,0820079,2,0,5,10,69,21,10, , , , , , , , , , 
30047,0820079,3,5,11,9,67,24,9, , , , , , , , , , 
30048,0820079,4,11,28,9,48,43,9, , , , , , , , , , 
30049,0820079,5,28,45,17,44,39,17,1,6,7,10, , , , , , 
30050,0820079,6,45,60,14,45,41,14,1,5,6,2, , , , , , 
30051,0820079,7,60,90,9,43,48,9, , , , , , , , , , 
30052,0820080,2,0,30,0,64,36,0, , , , , , , , , , 
30053,0820080,3,30,50,0,62,38,0, , , , , , , , , , 
30054,0820080,4,50,100,1,67,32,1, , , , , , , , , , 
30055,0820081,2,0,20,97,3, ,97, ,5,77,15, , , , , , 
30056,0820081,3,20,50,98,2, ,98, ,2,91,5, , , , , , 
30057,0820081,4,50, ,99,1, ,99, ,13,84,2, , , , , , 
30058,0820082,2,0,20,0, , ,0, , , , , , , , , , 
30059,0820082,3,20,42,10, , ,10, , , , , , , , , , 
30060,0820082,4,42,60,77,15,8,77, , ,42,34, , , , , , 
30061,0820083,2,30,100, ,51,49, , , , , , , , , , , 
30062,0820084,2,0,8,20,72,8,20,2,4,7,7, , , , , , 
30063,0820084,3,8,13,12,71,17,12,1,2,4,5, , , , , , 
30064,0820084,4,13,29,14,56,30,14,1,4,6,3, , , , , , 
30065,0820084,5,29,55,23,45,32,23,1,5,10,7, , , , , , 
30066,0820084,6,55,100,31,45,24,31,2,6,14,9, , , , , , 
30067,0820084,7,100, ,31,46,23,31,2,6,14,10, , , , , , 
30068,0820085,2,0,18,5,64,31,5, , , , , , , , , , 
30069,0820085,3,18,28,15,58,27,15, ,0,6,9, , , , , , 
30070,0820085,4,28,62,31,49,20,31, , ,13,18, , , , , , 
30071,0820085,5,62,100,29,49,22,29, , ,11,18, , , , , , 
30072,0820086,2,0,6,25,67,8,25,2,5,9,8, , , , , , 
30073,0820086,3,6,12,23,57,20,23,2,5,9,7, , , , , , 
30074,0820086,4,12,18,12,44,44,12,1,2,5,4, , , , , , 
30075,0820086,5,18,32,22,30,48,22,2,5,10,6, , , , , , 
30076,0820086,6,32,47,21,32,47,21,1,5,9,6, , , , , , 
30077,0820086,7,47,70,27,32,41,27,2,5,9,5, , , , , , 
30078,0820086,8,70,90,21,30,49,21,2,6,11,7, , , , , , 
30079,0820086,9,90,110,21,30,49,21,2,5,10,5, , , , , , 
30080,0820087,2,0,6,4,88,8,4, , , , , , , , , , 
30081,0820087,3,6,14,4,81,15,4, , , , , , , , , , 
30082,0820087,4,14,19,15,53,32,15,1,2,6,6, , , , , , 
30083,0820087,5,19,36,25,36,39,25,1,3,11,10, , , , , , 
30084,0820087,6,36,49,27,34,39,27,2,5,11,9, , , , , , 
30085,0820087,7,49,72,29,37,34,29,1,5,13,10, , , , , , 
30086,0820087,8,72, ,23,44,33,23,1,3,8,10, , , , , , 
30087,0820088,2,0,7,7,82,11,7, , , , , , , , , , 
30088,0820088,3,7,18,10,70,20,10,0,2,5,2, , , , , , 
30089,0820088,4,18,37,39,35,26,39,3,10,17,8, , , , , , 
30090,0820088,5,37,57,60,26,14,60,5,15,28,11, , , , , , 
30091,0820088,6,57,85,27,33,40,27,3,8,11,4, , , , , , 
30092,0820088,7,85,110,36,32,32,36,3,11,15,7, , , , , , 
30093,0820089,2,0,4,8,83,9,8, , , , , , , , , , 
30094,0820089,3,4,14,11,78,11,11, , , , , , , , , , 
30095,0820089,4,14,32,15,41,44,15,1,3,6,5, , , , , , 
30096,0820089,5,32,55,15,42,43,15,1,3,6,5, , , , , , 
30097,0820089,6,55, ,38,29,33,38,4,9,14,10, , , , , , 
30098,0820090,2,0,8,25,68,7,25,3,5,9,6, , , , , , 
30099,0820090,3,8,14,23,59,18,23,1,4,10,7, , , , , , 
30100,0820090,4,14,38,16,47,37,16,1,4,7,3, , , , , , 
30101,0820090,5,38,45,9,54,37,9,1,2,4,2, , , , , , 
30102,0820090,6,48,54,29,46,25,29,3,6,13,7, , , , , , 
30103,0820090,7,54,110,37,41,22,37,4,8,15,10, , , , , , 
30104,0820091,2,0,14,88,10,2,88, ,6,63,21, , , , , , 
30105,0820091,3,14,34,88,4,8,88, ,5,64,18, , , , , , 
30106,0820091,4,34,58,91,2,7,91, ,6,65,19, , , , , , 
30107,0820091,5,58,96,91,2,7,91, ,11,62,17, , , , , , 
30108,0820091,6,96,120,91,2,7,91, ,5,65,22, , , , , , 
30109,0820092,2,0,6,15,83,2,15,1,3,4,7, , , , , , 
30110,0820092,3,6,20,9,80,11,9, , , , , , , , , , 
