OID_,PEDON_ID,DRAINAGE,PM1_MD_DEP,PM1_PHYS,PM1_LIT_MD,PM1_CHEM,PM1_WEATHR,PM2_MD_DEP,PM2_PHYS,PM2_LIT_MD,PM2_CHEM,PM2_WEATHR,HUMUS_FORM,TABLE_KIND,TABLE_DPTH,ROCK_DPTH,CACO3_DPTH
282,0021098,very rapidly drained,lacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
283,0021099,well drained,fluvio-lacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,fluvio-lacustrine,coarse loamy and coarse silty, ,weakly calcareous,unspecified,terrestrial, , , , 
284,0021102,moderately well drained,morainal till,fine loamy and fine silty,sedementary - sandstone,extremely to strongly acidic,unspecified, , , , , ,terrestrial, , , , 
285,0021105,rapidly drained,fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
286,0021106,well drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,extremely to strongly acidic,unspecified, , , , , ,terrestrial, , , , 
287,0021111,very rapidly drained,lacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,extremely to strongly acidic,unspecified, , , , , ,terrestrial, , , , 
288,0021112,well drained,morainal till, ,undifferentiated, , , , , , , , , , , , 
289,0021113,rapidly drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
290,0021114,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
291,0021138,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
292,0021139,imperfectly drained,eolian,sandy,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,morainal till,coarse loamy and coarse silty, ,weakly calcareous,unspecified, , , , , 
293,0021140,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
294,0021141,poorly drained,eolian,sandy,sedementary - siltstone and mudstone, ,unspecified, , , , , , ,apparent,1, , 
295,0021142,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone, ,unspecified, , , , , , , , , , 
296,0021143,imperfectly drained,glacio-fluvial,skeletal,sedementary - siltstone and mudstone, ,unspecified, , , , , , , , , , 
297,0021144,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
298,0021145,moderately well drained,eolian,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,residual,clayey, , ,unspecified, , , , , 
299,0021146,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
300,0021149,well drained,eolian,sandy,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
301,0021150,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
302,0021152,poorly drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified,glacio-fluvial,coarse loamy and coarse silty, , ,unspecified, , , , , 
303,0021153,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
304,0021154,well drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
305,0021156,well drained,fluvio-lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
306,0021158,rapidly drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
307,0021159,well drained,morainal till,fine loamy and fine silty,sedementary - shale,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
308,0021160,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
309,0021164,moderately well drained,lacustrine,clayey,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
310,0021165,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
311,0021166,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
312,0021167,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
313,0021168,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
314,0021169,well drained,fluvio-lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty, ,weakly calcareous,unspecified, , , , , 
315,0021170,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
316,0021171,well drained,lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
317,0021172,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
318,0021192, ,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,fluvio-lacustrine,coarse loamy and coarse silty, ,moderately acidic to neutral,unspecified, , , , , 
319,0021193,very poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,fluvio-lacustrine,fine loamy and fine silty, ,moderately acidic to neutral,unspecified, , , , , 
320,0021194,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,fluvio-lacustrine,fine loamy and fine silty, ,moderately acidic to neutral,unspecified, , , , , 
321,0021195,very poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,morainal till,fine loamy and fine silty, , ,unspecified, , , , , 
322,0021196,poorly drained,organic, ,organic material - unspecified type,moderately acidic to neutral,unspecified,fluvio-lacustrine,fine loamy and fine silty, ,moderately acidic to neutral,unspecified, , , , , 
323,0021213,poorly drained,fluvial,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
324,0021214,well drained,eolian,sandy,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
325,0021215,well drained,eolian,sandy,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
326,0021225,well drained,fluvio-lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
327,0021226,well drained,glacio-fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
328,0021227,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
329,0021228,poorly drained,fluvial,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
330,0021229,well drained,fluvio-eolian,sandy,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
331,0021230,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
332,0021231,very poorly drained,organic, ,organic material - unspecified type,weakly calcareous,unspecified,fluvio-lacustrine,coarse loamy and coarse silty, , ,unspecified, , , , , 
333,0021232,very poorly drained,organic, ,organic material - unspecified type,moderately acidic to neutral,unspecified,fluvio-lacustrine,coarse loamy and coarse silty, , ,unspecified, , , , , 
334,0021233,poorly drained,organic, ,organic material - unspecified type,moderately acidic to neutral,unspecified,fluvio-lacustrine,fine loamy and fine silty, ,weakly calcareous,unspecified, ,apparent,0.5, , 
335,0021234,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,fluvio-lacustrine,fine loamy and fine silty, , ,unspecified, , , , , 
336,0021235,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , ,apparent,0, , 
337,0021236,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,fluvial,coarse loamy and coarse silty, , ,unspecified, ,apparent,0.7, , 
338,0021237,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , ,apparent,0, , 
339,0021238,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified,fluvio-lacustrine,fine loamy and fine silty, ,weakly calcareous,unspecified, ,apparent,0, , 
340,0021239, ,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , ,apparent,1.2, , 
341,0021240,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,unspecified, , , , , , ,apparent,0.3, , 
342,0021241, ,organic, ,organic material - unspecified type,extremely to strongly acidic,unspecified,fluvio-lacustrine,fine loamy and fine silty, , ,unspecified, ,apparent,0.2, , 
343,0021242,well drained,fluvial,sandy,sedementary - siltstone and mudstone, ,unspecified, , , , , , , , , , 
344,0021243,well drained,fluvial,sandy,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
345,0021244,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone, ,unspecified, , , , , ,terrestrial, , , , 
346,0021245,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
347,0021246,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
348,0021247,rapidly drained,glacio-fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone, ,unspecified, , , , , , , , , , 
349,0021248,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , ,terrestrial, , , , 
350,0021249,well drained,fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
351,0021250,moderately well drained,glacio-fluvial,fragmental,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
352,0021251,well drained,fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
353,0021252,well drained,fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
354,0021253,moderately well drained,fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
355,0021254,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
356,0021256,moderately well drained, ,fine loamy and fine silty,sedementary - siltstone and mudstone, ,unspecified, , , , , ,terrestrial, , , , 
357,0021258,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial, , , , 
358,0021259, ,organic, ,organic material - unspecified type,moderately acidic to neutral,unspecified,fluvio-lacustrine,coarse loamy and coarse silty, , ,unspecified, ,apparent,0.7, , 
359,0021260,well drained, ,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
360,0021261,moderately well drained, ,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
361,0021263,moderately well drained, ,clayey,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
362,0021264,moderately well drained, ,fine loamy and fine silty,sedementary - siltstone and mudstone, ,unspecified, , , , , ,terrestrial, , , , 
363,0021265,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , ,terrestrial, , , , 
