OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,MIN_THICK,MAX_THICK,BNDRY_DIST,BNDRY_FORM,HZN_MAS,HZN_SUF,HZN_MOD,HZN_LIT
35797,0281661,2,0,7, , , , ,A,h, , 
35798,0281661,3,7,21, , , , ,B,f,1, 
35799,0281661,4,21,31, , , , ,B,f,2, 
35800,0281661,5,31,43, , , , ,B,f,3, 
35801,0281661,6,43,100, , , , ,B,f,4, 
35802,0281662,1,-3,0, , , , ,LF, , , 
35803,0281662,2,0,8, , , , ,A,e, , 
35804,0281662,3,8,18, , , , ,AB, , , 
35805,0281662,4,18,27, , , , ,B,hfcju, , 
35806,0281662,5,27,64, , , , ,B,f, , 
35807,0281662,6,64,77, , , , ,BC, , ,2
35808,0281662,7,77,100, , , , ,R, , , 
35809,0281663,1,-1,0, , , , ,LF, , , 
35810,0281663,2,0,13, , , , ,A,e, , 
35811,0281663,3,13,27, , , , ,AB, , , 
35812,0281663,4,27,39, , , , ,B,f, , 
35813,0281663,5,39,100, , , , ,R, , , 
35814,0281664,1,-3,0, , , , ,L, , , 
35815,0281664,2,0,8, , , , ,A,heu, , 
35816,0281664,3,8,25, , , , ,B,fu, , 
35817,0281664,4,25,39, , , , ,B,f,1, 
35818,0281664,5,39,57, , , , ,B,f,2, 
35819,0281664,6,57,100, , , , ,B,cj, , 
35820,0281666,1,-5,0, , , , ,LF, , , 
35821,0281666,2,0,8, , , , ,AC, , , 
35822,0281666,3,8,9, , , , ,A,h, , 
35823,0281666,4,9,21, , , , ,AB,g, , 
35824,0281666,5,21,36, , , , ,B,fg, , 
35825,0281666,6,36,46, , , , ,AC,gb, , 
35826,0281666,7,46,50, , , , ,A,hb, , 
35827,0281666,8,50,100, , , , ,BC,g, ,2
35828,0281667,1,-5,0, , , , ,LF, , , 
35829,0281667,2,0,4, , , , ,A,e, , 
35830,0281667,3,4,21, , , , ,B,m,1, 
35831,0281667,4,21,41, , , , ,B,m,2, 
35832,0281667,5,41,49, , , , ,BC, ,1, 
35833,0281667,6,49,60, , , , ,BC, ,2, 
35834,0281667,7,60,100, , , , ,BC, ,3, 
35835,0281668,1,-3,0, , , , ,LF, , , 
35836,0281668,2,0,1, , , , ,A,e, , 
35837,0281668,3,1,18, , , , ,B,m,1, 
35838,0281668,4,18,40, , , , ,B,m,2, 
35839,0281668,5,40,46, , , , ,B,m,3, 
35840,0281668,6,46,74, , , , ,BC, , , 
35841,0281668,7,74,100, , , , ,R, , , 
35842,0281669,1,-7,0, , , , ,LFH, , , 
35843,0281669,2,0,11, , , , ,A,e, , 
35844,0281669,3,11,38, , , , ,B,mu, , 
35845,0281669,4,38,72, , , , ,B,m, , 
35846,0281669,5,72,88, , , , ,BC, ,1, 
35847,0281669,6,88,95, , , , ,B,fb, , 
35848,0281669,7,95,100, , , , ,BC,u, , 
35849,0281670,1,-10,-4, , , , ,LF, , , 
35850,0281670,2,-4,0, , , , ,H, , , 
35851,0281670,3,0,16, , , , ,B,m, , 
35852,0281670,4,16,100, , , , ,C,kg, , 
35853,0281671,1,-6,0, , , , ,LF, , , 
35854,0281671,2,0,11, , , , ,AB, , , 
35855,0281671,3,11,63, , , , ,B,m,1, 
35856,0281671,4,63,92, , , , ,B,m,2, 
35857,0281671,5,92,100, , , , ,BC, , , 
35858,0281673,1,-4,0, , , , ,LF, , , 
35859,0281673,2,0,1, , , , ,A,e, , 
35860,0281673,3,1,18, , , , ,B,m, , 
35861,0281673,4,18,46, , , , ,B,mk, , 
35862,0281673,5,46,100, , , , ,C,k, , 
35863,0281674,1,-1,0, , , , ,LF, , , 
35864,0281674,2,0,1, , , , ,A,e, , 
35865,0281674,3,1,15, , , , ,B,m,1, 
35866,0281674,4,15,22, , , , ,B,m,2, 
35867,0281674,5,22,57, , , , ,C,k,1, 
35868,0281674,6,57,100, , , , ,C,k,2, 
35869,0281675,1,-4,0, , , , ,LF, , , 
35870,0281675,2,0,2, , , , ,A,e, , 
35871,0281675,3,2,22, , , , ,B,m, , 
35872,0281675,4,22,42, , , , ,C,k,1,2
35873,0281675,5,42,65, , , , ,C,k,2,2
35874,0281675,6,65,100, , , , ,C,k,3,2
35875,0281678,1,-2,0, , , , ,LF, , , 
35876,0281678,2,0,1, , , , ,A,ej, , 
35877,0281678,3,1,8, , , , ,B,m, , 
35878,0281678,4,8,11, , , , ,A,e, , 
35879,0281678,5,11,22, , , , ,B,tj, ,2
35880,0281678,6,22,31, , , , ,BC,k, ,2
35881,0281678,7,31,57, , , , ,C,k,1,2
35882,0281678,8,57,72, , , , ,C,k,2,2
35883,0281678,9,72,100, , , , ,C,k,3,2
35884,0281679,1,-1,0, , , , ,L, , , 
35885,0281679,2,0,4, , , , ,A,h, , 
35886,0281679,3,4,17, , , , ,B,m, , 
35887,0281679,4,17,27, , , , ,C,k,1, 
35888,0281679,5,27,55, , , , ,C,k,2, 
35889,0281679,6,55,100, , , , ,C,k,3, 
35890,0281680,1,-4,0, , , , ,LF, , , 
35891,0281680,2,0,20, , , , ,A,e, , 
35892,0281680,3,20,45, , , , ,B,m,1, 
35893,0281680,4,45,70, , , , ,B,m,2, 
35894,0281680,5,70,100, , , , ,C,k, , 
35895,0281681,1,-3,0, , , , ,LF, , , 
35896,0281681,2,0,6, , , , ,A,e, , 
35897,0281681,3,6,13, , , , ,B,m, , 
35898,0281681,4,13,19, , , , ,B,m, ,2
35899,0281681,5,19,100, , , , ,C,k, ,2
35900,0281682,1,0,10, , , , ,A,h, , 
35901,0281682,2,10,16, , , , ,B,m, , 
35902,0281682,3,16,100, , , , ,C,k, ,2
35903,0281683,1,-2,0, , , , ,LF, , , 
35904,0281683,2,0,2, , , , ,A,e, , 
35905,0281683,3,2,14, , , , ,B,m, , 
35906,0281683,4,14,24, , , , ,B,m, ,2
35907,0281683,5,24,100, , , , ,C,k, ,2
35908,0281685,1,-15,0, , , , ,LF, , , 
35909,0281685,2,0,5, , , , ,A,e, , 
35910,0281685,3,5,12, , , , ,B,m,1, 
35911,0281685,4,12,19, , , , ,B,m,2, 
35912,0281685,5,19,41, , , , ,BC,k, ,2
35913,0281685,6,41,100, , , , ,C,k, ,2
35914,0281686,1,-9,0, , , , ,LF, , , 
35915,0281686,2,0,8, , , , ,AB, , , 
35916,0281686,3,8,21, , , , ,B,tj, ,2
35917,0281686,4,21,30, , , , ,BC,k, ,2
35918,0281686,5,30,67, , , , ,C,k,1,2
35919,0281686,6,67,100, , , , ,C,k,2,2
35920,0281687,1,-7,0, , , , ,LF, , , 
35921,0281687,2,0,2, , , , ,A,ej, , 
35922,0281687,3,2,9, , , , ,B,m, , 
35923,0281687,4,9,29, , , , ,BC,k, ,2
35924,0281687,5,29,64, , , , ,C,k,1,2
35925,0281687,6,64,100, , , , ,C,k,2,2
35926,0281688,1,-3,0, , , , ,LF, , , 
35927,0281688,2,0,5, , , , ,A,e, , 
35928,0281688,3,5,12, , , , ,B,m, , 
35929,0281688,4,12,17, , , , ,BC, ,1,2
35930,0281688,5,17,24, , , , ,BC, ,2,2
35931,0281688,6,24,100, , , , ,R, , , 
35932,0281689,1,-7,0, , , , ,LF, , , 
35933,0281689,2,0,5, , , , ,A,e, , 
35934,0281689,3,5,23, , , , ,B,m, , 
35935,0281689,4,23,43, , , , ,BC, , , 
35936,0281689,5,43,59, , , , ,C, ,1, 
35937,0281689,6,59,87, , , , ,C, ,2, 
35938,0281689,7,87,100, , , , ,C, ,3, 
35939,0281690,1,-3,0, , , , ,L, , , 
35940,0281690,2,0,4, , , , ,A,e, , 
35941,0281690,3,4,30, , , , ,B,m,1, 
35942,0281690,4,30,35, , , , ,B,m,2, 
35943,0281690,5,35,70, , , , ,B,m, ,2
35944,0281690,6,70,100, , , , ,C, , ,2
35945,0281691,1,-1,0, , , , ,LF, , , 
35946,0281691,2,0,3, , , , ,A,e, , 
35947,0281691,3,3,35, , , , ,B,m, , 
35948,0281691,4,35,100, , , , ,BC, , , 
35949,0281692,1,-6,0, , , , ,LF, , , 
35950,0281692,2,0,11, , , , ,B,m,1, 
35951,0281692,3,11,32, , , , ,B,m,2, 
35952,0281692,4,32,85, , , , ,BC, ,1, 
35953,0281692,5,85,100, , , , ,BC, ,2, 
35954,0281693,1,-14,-9, , , , ,O,m, , 
35955,0281693,2,-9,0, , , , ,O,h, , 
35956,0281693,3,0,28, , , , ,C,b, , 
35957,0281693,4,28,30, , , , ,O,hb, , 
35958,0281693,5,30,61, , , , ,C,g,1,2
35959,0281693,6,61,100, , , , ,C,g,2,2
35960,0281694,1,-3,0, , , , ,LF, , , 
35961,0281694,2,0,16, , , , ,AC,k, , 
35962,0281694,3,16,22, , , , ,C,k,1, 
35963,0281694,4,22,28, , , , ,B,mkb, , 
35964,0281694,5,28,33, , , , ,A,hkb, , 
35965,0281694,6,33,85, , , , ,C,k,2, 
35966,0281694,7,85,100, , , , ,C,k,3, 
35967,0281695,1,-3,0, , , , ,LF, , , 
35968,0281695,2,0,1, , , , ,A,e, , 
35969,0281695,3,1,21, , , , ,B,m,1, 
35970,0281695,4,21,58, , , , ,B,m,2, 
35971,0281695,5,58,80, , , , ,BC, , , 
35972,0281695,6,80,100, , , , ,R, , , 
35973,0281696,1,0,4, , , , ,A,h, , 
35974,0281696,2,4,7, , , , ,A,e, , 
35975,0281696,3,7,19, , , , ,B,f, , 
35976,0281696,4,19,40, , , , ,B,m, ,2
35977,0281696,5,40,58, , , , ,BC, , ,2
35978,0281696,6,58,100, , , , ,C, , ,2
35979,0281697,1,-4,0, , , , ,LF, , , 
35980,0281697,2,0,11, , , , ,A,e, , 
35981,0281697,3,11,23, , , , ,B,m, , 
35982,0281697,4,23,43, , , , ,B,m, ,2
35983,0281697,5,43,90, , , , ,BC, ,1,2
35984,0281697,6,90,100, , , , ,CB, ,2,2
35985,0281698,1,-1,0, , , , ,H, , , 
35986,0281698,2,0,7, , , , ,A,e, , 
35987,0281698,3,7,40, , , , ,B,m,1, 
35988,0281698,4,40,100, , , , ,B,m,2, 
35989,0281700,1,-4,0, , , , ,LF, , , 
35990,0281700,2,0,15, , , , ,A,e, , 
35991,0281700,3,15,75, , , , ,B,m, , 
35992,0281700,4,75,100, , , , ,C,kg, , 
35993,0281701,1,-38,-23, , , , ,LF, ,1, 
35994,0281701,2,-23,0, , , , ,LF, ,2, 
35995,0281701,3,0,11, , , , ,A,e,1, 
35996,0281701,4,11,34, , , , ,A,e,2, 
35997,0281701,5,34,100, , , , ,B,m,1, 
35998,0281704,1,-19,-11, , , , ,O,f, , 
35999,0281704,2,-11,0, , , , ,O,m, , 
36000,0281704,3,0,5, , , , ,C,kg,1, 
36001,0281704,4,5,9, , , , ,O,hb, , 
36002,0281704,5,9,18, , , , ,C,kg,2, 
36003,0281704,6,18,32, , , , ,C,kg,3, 
36004,0281704,7,32,58, , , , ,C,kg,4, 
36005,0281704,8,58,79, , , , ,C,kg,5, 
36006,0281704,9,79,100, , , , ,C,kg,6, 
36007,0281705,1,-5,0, , , , ,F, , , 
36008,0281705,10,84,88, , , , ,C,kb,4, 
36009,0281705,11,88,100, , , , ,C,kb,5, 
36010,0281705,12,100,100, , , , ,B,mbk,2, 
36011,0281705,2,0,10, , , , ,AC,k, , 
36012,0281705,3,10,30, , , , ,C,k,1, 
36013,0281705,4,30,36, , , , ,C,k,2, 
36014,0281705,5,36,49, , , , ,C,k,3, 
36015,0281705,6,49,54, , , , ,B,mbk,1, 
36016,0281705,7,54,68, , , , ,C,kb,1, 
36017,0281705,8,68,78, , , , ,C,kb,2, 
36018,0281705,9,78,84, , , , ,C,kb,3, 
36019,0281709,1,0,8, , , , ,A,hk, , 
36020,0281709,2,8,32, , , , ,C,k,1, 
36021,0281709,3,32,100, , , , ,C,k,2, 
36022,0281712,1,-2,0, , , , ,LF, , , 
36023,0281712,2,0,14, , , , ,A,e, , 
36024,0281712,3,14,30, , , , ,B,m,1, 
36025,0281712,4,30,65, , , , ,B,m,2, 
36026,0281712,5,65,100, , , , ,BC, , , 
36027,0281715,1,-7,0, , , , ,LF, , , 
36028,0281715,2,0,18, , , , ,A,e, , 
36029,0281715,3,18,33, , , , ,B,m,1, 
36030,0281715,4,33,68, , , , ,B,m,2, 
36031,0281715,5,68,100, , , , ,BC, , , 
36032,0281716,1,-9,0, , , , ,O,h, , 
36033,0281716,2,0,6, , , , ,A,hgj, , 
36034,0281716,3,6,15, , , , ,B,fjg, , 
36035,0281716,4,15,40, , , , ,B,mgj, ,2
36036,0281716,5,40,100, , , , ,C,kgj, ,2
36037,0281717,1,-4,0, , , , ,LF, , , 
36038,0281717,2,0,6, , , , ,A,e, , 
36039,0281717,3,6,12, , , , ,B,hf, , 
36040,0281717,4,12,32, , , , ,B,m, ,2
36041,0281717,5,32,57, , , , ,BC, ,1,2
36042,0281717,6,57,90, , , , ,BC, ,2,2
36043,0281717,7,90,100, , , , ,C,k, ,2
36044,0281719,1,-5,0, , , , ,LF, , , 
36045,0281719,10,99,100, , , , ,B,mb,2, 
36046,0281719,2,0,1, , , , ,A,e, , 
36047,0281719,3,1,14, , , , ,B,m, , 
36048,0281719,4,14,59, , , , ,C,k, , 
36049,0281719,5,59,60, , , , ,LF,b,1, 
36050,0281719,6,60,89, , , , ,C,kb,1, 
36051,0281719,7,89,90, , , , ,LF,b,2, 
36052,0281719,8,90,98, , , , ,B,mb,1, 
36053,0281719,9,98,99, , , , ,LF,b,3, 
36054,0281720,1,-4,0, , , , ,LF, , , 
36055,0281720,2,0,4, , , , ,A,e, , 
36056,0281720,3,4,9, , , , ,B,m, , 
36057,0281720,4,9,14, , , , ,A,e, ,2
36058,0281720,5,14,26, , , , ,B,tj, ,2
36059,0281720,6,26,38, , , , ,BC,k, ,2
36060,0281720,7,38,100, , , , ,C,k, ,2
36061,0281721,1,-35,-23, , , , ,O,m, , 
36062,0281721,2,-23,-10, , , , ,O,h,1, 
36063,0281721,3,-10,0, , , , ,O,h,2, 
36064,0281721,4,0,10, , , , ,AC,g,1, 
36065,0281721,5,10,13, , , , ,AC,g,2, 
36066,0281721,6,13,100, , , , ,C,kg,1,2
36067,0281723,1,-0.5,0, , , , ,LFH, , , 
36068,0281723,2,0,8, , , , ,A,he, , 
36069,0281723,3,8,25, , , , ,B,m, , 
36070,0281723,4,25,75, , , , ,BC, ,1, 
36071,0281723,5,75,100, , , , ,BC, ,2, 
36072,0281726,1,-3,0, , , , ,LF, , , 
36073,0281726,2,0,3, , , , ,A,he, , 
36074,0281726,3,3,7, , , , ,A,e, , 
36075,0281726,4,7,15, , , , ,B,f, , 
36076,0281726,5,15,30, , , , ,B,m, , 
36077,0281726,6,30,80, , , , ,C,k,1,2
36078,0281726,7,80,100, , , , ,C,k,2,2
36079,0281729,1,-5,0, , , , ,LF, , , 
36080,0281729,2,0,8, , , , ,A,hk, , 
36081,0281729,3,8,12, , , , ,C,k,1, 
36082,0281729,4,12,35, , , , ,C,k,2, 
36083,0281729,5,35,82, , , , ,C,k,3, 
36084,0281729,6,82,100, , , , ,C,k,4, 
36085,0281730,1,0,10, , , , ,A,hk, , 
36086,0281730,2,10,42, , , , ,C,k,1, 
36087,0281730,3,42,100, , , , ,C,k,2, 
36088,0281731,1,-4,0, , , , ,LF, , , 
36089,0281731,2,0,4, , , , ,A,e,1, 
36090,0281731,3,4,8, , , , ,A,e,2, 
36091,0281731,4,8,28, , , , ,B,tj, , 
36092,0281731,5,28,39, , , , ,BC,k, , 
36093,0281731,6,39,48, , , , ,C,k,1, 
36094,0281731,7,48,70, , , , ,C,k,2, 
36095,0281731,8,70,100, , , , ,C,k,3, 
36096,0281733,1,-5,0, , , , ,LF, , , 
36097,0281733,2,0,5, , , , ,A,e, , 
36098,0281733,3,5,12, , , , ,B,tj, , 
36099,0281733,4,12,23, , , , ,BC,k, , 
36100,0281733,5,23,48, , , , ,C,k,1, 
36101,0281733,6,48,100, , , , ,C,k,2, 
36102,0281734,1,-3,0, , , , ,LF, , , 
36103,0281734,2,0,3, , , , ,A,he, , 
36104,0281734,3,3,15, , , , ,B,m,1, 
36105,0281734,4,15,60, , , , ,B,m,2, 
36106,0281734,5,60,90, , , , ,BC, ,1, 
36107,0281734,6,90,100, , , , ,BC, ,2, 
36108,0281735,1,-14,0, , , , ,LF, , , 
36109,0281735,2,0,3, , , , ,A,e, , 
36110,0281735,3,3,16, , , , ,B,m, , 
36111,0281735,4,16,29, , , , ,BC,k, ,2
36112,0281735,5,29,52, , , , ,C,k,1,2
36113,0281735,6,52,75, , , , ,C,k,2,2
36114,0281735,7,75,100, , , , ,C,k,3,2
36115,0281737,1,-2,0, , , , ,L, , , 
36116,0281737,2,0,15, , , , ,B,m, , 
36117,0281737,3,15,27, , , , ,A,e, ,2
36118,0281737,4,27,45, , , , ,AB, , ,2
36119,0281737,5,45,62, , , , ,B,tj, ,2
36120,0281737,6,62,100, , , , ,C,k, ,2
36121,0281738,1,-8,0, , , , ,LFH, , , 
36122,0281738,2,0,11, , , , ,A,hk, , 
36123,0281738,3,11,25, , , , ,AC,k,1, 
36124,0281738,4,25,34, , , , ,C,k,1, 
36125,0281738,5,34,44, , , , ,A,hbk,1, 
36126,0281738,6,44,60, , , , ,AC,k,2, 
36127,0281738,7,60,100, , , , ,C,k,2, 
36128,0281742,1,-24,0, , , , ,LFH, , , 
36129,0281742,2,0,8, , , , ,A,hk, , 
36130,0281742,3,8,20, , , , ,C,k,1, 
36131,0281742,4,20,25, , , , ,A,hb,1, 
36132,0281742,5,25,34, , , , ,C,k,2, 
36133,0281742,6,34,40, , , , ,A,hb,2, 
36134,0281742,7,40,100, , , , ,C,kz, , 
36135,0281744,1,-7,0, , , , ,H, , , 
36136,0281744,2,0,9, , , , ,B,mgj,1, 
36137,0281744,3,9,24, , , , ,B,mgj,2, 
36138,0281744,4,24,80, , , , ,C,gj,1, 
36139,0281744,5,80,100, , , , ,C,gj,2, 
36140,0281745,1,-25,0, , , , ,O,h, , 
36141,0281745,2,0,15, , , , ,B,g, , 
36142,0281745,3,15,40, , , , ,BC,g, , 
36143,0281745,4,40,100, , , , ,C,kg, , 
36144,0281746,1,-2,0, , , , ,LF, , , 
36145,0281746,2,0,13, , , , ,A,e, , 
36146,0281746,3,13,21, , , , ,B,m,1, 
36147,0281746,4,21,30, , , , ,B,m,2, 
36148,0281746,5,30,43, , , , ,B,m,3, 
36149,0281746,6,43,79, , , , ,B,m,4, 
36150,0281746,7,79,100, , , , ,BC, , , 
36151,0281746,8,100,100, , , , ,C, , , 
36152,0281749,1,-24,-14, , , , ,O,f, , 
36153,0281749,2,-14,0, , , , ,O,h, , 
36154,0281749,3,0,8, , , , ,C,kg,1, 
36155,0281749,4,8,20, , , , ,C,kg,2, 
36156,0281749,5,20,23, , , , ,A,hkgb, , 
36157,0281749,6,23,100, , , , ,C,kg,3, 
36158,0281753,1,-9,0, , , , ,LF, , , 
36159,0281753,2,0,7, , , , ,A,ej, , 
36160,0281753,3,7,17, , , , ,B,tj, , 
36161,0281753,4,17,19, , , , ,B,m,1, 
36162,0281753,5,19,31, , , , ,B,m,2, 
36163,0281753,6,31,35, , , , ,BC, , , 
36164,0281753,7,35,100, , , , ,C, , , 
36165,0281754,1,-3,0, , , , ,LFH, , , 
36166,0281754,2,0,2, , , , ,A,e, , 
36167,0281754,3,2,6, , , , ,B,fu, , 
36168,0281754,4,6,16, , , , ,B,mu, , 
36169,0281754,5,16,27, , , , ,BC, , , 
36170,0281754,6,27,44, , , , ,BC,k, , 
36171,0281754,7,44,74, , , , ,C,k,1, 
36172,0281754,8,74,100, , , , ,C,k,2, 
36173,0281755,1,-5,0, , , , ,LF, , , 
36174,0281755,2,0,12, , , , ,B,m, , 
36175,0281755,3,12,19, , , , ,BC,k, ,2
36176,0281755,4,19,50, , , , ,C,k,1,2
36177,0281755,5,50,100, , , , ,C,k,2,2
36178,0281758,1,-4,0, , , , ,LF, , , 
36179,0281758,2,0,3, , , , ,A,eu, , 
36180,0281758,3,3,15, , , , ,B,mu, , 
36181,0281758,4,15,28, , , , ,B,m, , 
36182,0281758,5,28,47, , , , ,BC, , , 
36183,0281758,6,47,82, , , , ,C, ,1, 
36184,0281758,7,82,100, , , , ,C, ,2, 
36185,0281759,1,-13,-10, , , , ,O,f, , 
36186,0281759,2,-10,0, , , , ,O,h, , 
36187,0281759,3,0,1, , , , ,B,hf,1, 
36188,0281759,4,1,21, , , , ,B,hf,2, 
36189,0281759,5,21,33, , , , ,B,g, ,2
36190,0281759,6,33,54, , , , ,BC,kgj, ,2
36191,0281759,7,54,100, , , , ,C,kgj, ,2
36192,0281760,1,-3,0, , , , ,LF, , , 
36193,0281760,2,0,2, , , , ,AB, , , 
36194,0281760,3,2,10, , , , ,B,mk, , 
36195,0281760,4,10,17, , , , ,BC,k, , 
36196,0281760,5,17,22, , , , ,B,mbk,1, 
36197,0281760,6,22,35, , , , ,B,mbk,2, 
36198,0281760,7,35,85, , , , ,C,k, , 
36199,0281760,8,85,100, , , , ,R, , , 
36200,0281761,1,-1,0, , , , ,L, , , 
36201,0281761,2,0,3, , , , ,A,hk, , 
36202,0281761,3,3,28, , , , ,C,k,1, 
36203,0281761,4,28,60, , , , ,C,k,2, 
36204,0281761,5,60,100, , , , ,R, , , 
36205,0281763,1,-3,0, , , , ,LF, , , 
36206,0281763,2,0,6, , , , ,A,e, , 
36207,0281763,3,6,28, , , , ,B,f, , 
36208,0281763,4,28,55, , , , ,BC, ,1, 
36209,0281763,5,55,100, , , , ,BC, ,2, 
36210,0281764,1,-10,0, , , , ,LFH, , , 
36211,0281764,2,0,13, , , , ,B,m,1, 
36212,0281764,3,13,23, , , , ,B,m,2, 
36213,0281764,4,23,100, , , , ,C,k, , 
36214,0281765,1,-1,0, , , , ,H, , , 
36215,0281765,2,0,7, , , , ,A,e, , 
36216,0281765,3,7,40, , , , ,B,m,1, 
36217,0281765,4,40,100, , , , ,B,m,2, 
36218,0281768,1,-3,0, , , , ,LFH, , , 
36219,0281768,2,0,3, , , , ,A,e, , 
36220,0281768,3,3,15, , , , ,B,m,1, 
36221,0281768,4,15,27, , , , ,B,m,2, 
36222,0281768,5,27,46, , , , ,BC, , , 
36223,0281768,6,46,83, , , , ,BC, ,1,2
36224,0281768,7,83,100, , , , ,BC, ,2,2
36225,0281770,1,-16,0, , , , ,LF, , , 
36226,0281770,2,0,2, , , , ,B,mk, , 
36227,0281770,3,2,8, , , , ,C,k,1, 
36228,0281770,4,8,22, , , , ,C,k,2, 
36229,0281770,5,22,25, , , , ,C,k,3, 
36230,0281770,6,25,46, , , , ,C,k,4, 
36231,0281770,7,46,49, , , , ,C,k,5, 
36232,0281770,8,49,100, , , , ,C,k,6, 
36233,0281772,1,-2,0, , , , ,LFH, , , 
36234,0281772,2,0,7, , , , ,A,he, , 
36235,0281772,3,7,11, , , , ,B,hf, , 
36236,0281772,4,11,16, , , , ,B,m, ,2
36237,0281772,5,16,41, , , , ,BC, ,1,2
36238,0281772,6,41,61, , , , ,BC, ,2,2
36239,0281772,7,61,100, , , , ,C, , ,2
36240,0281773,1,-2,0, , , , ,FH, , , 
36241,0281773,2,0,20, , , , ,B,m, , 
36242,0281773,3,20,32, , , , ,BC,k, ,2
36243,0281773,4,32,70, , , , ,C,k,1,2
36244,0281773,5,70,100, , , , ,C,k,2,2
36245,0281774,1,-5,0, , , , ,LFH, , , 
36246,0281774,2,0,7, , , , ,A,h, , 
36247,0281774,3,7,15, , , , ,B,m, , 
36248,0281774,4,15,30, , , , ,B,tj, , 
36249,0281774,5,30,100, , , , ,BC, , , 
36250,0281775,1,-5,0, , , , ,LFH, , , 
36251,0281775,2,0,4, , , , ,AB, , , 
36252,0281775,3,4,21, , , , ,B,mu, , 
36253,0281775,4,21,26, , , , ,B,m, , 
36254,0281775,5,26,33, , , , ,BC, , , 
36255,0281775,6,33,63, , , , ,BC,k, ,2
36256,0281775,7,63,100, , , , ,R, , , 
36257,0281777,1,-2,0, , , , ,LF, , , 
36258,0281777,2,0,4, , , , ,A,hk, , 
36259,0281777,3,4,17, , , , ,B,mk, , 
36260,0281777,4,17,38, , , , ,BC,k,1, 
36261,0281777,5,38,43, , , , ,BC,k,2, 
36262,0281777,6,43,100, , , , ,R, , , 
36263,0281780,1,-5,0, , , , ,LF, , , 
36264,0281780,2,0,1, , , , ,A,h, , 
36265,0281780,3,1,14, , , , ,B,m, , 
36266,0281780,4,14,29, , , , ,B,m, ,2
36267,0281780,5,29,53, , , , ,C,k,1,2
36268,0281780,6,53,100, , , , ,C,k,2,2
36269,0281781,1,-1.5,0, , , , ,LFH, , , 
36270,0281781,2,0,20.5, , , , ,A,e,1, 
36271,0281781,3,20.5,38, , , , ,A,e,2, 
36272,0281781,4,38,63.5, , , , ,B,m, , 
36273,0281781,5,63.5,78.5, , , , ,BC, , , 
36274,0281781,6,78.5,100, , , , ,C, ,1, 
36275,0281782,1,-5,0, , , , ,LFH, , , 
36276,0281782,2,0,10, , , , ,A,h,1, 
36277,0281782,3,10,15, , , , ,A,he,1, 
36278,0281782,4,15,38, , , , ,A,he,2, 
36279,0281782,5,38,58.5, , , , ,B,m, , 
36280,0281782,6,58.5,68.5, , , , ,BC, , , 
36281,0281782,7,68.5,100, , , , ,BC,k, , 
36282,0281783,1,-1.5,0, , , , ,LFH, , , 
36283,0281783,2,0,4, , , , ,A,he, , 
36284,0281783,3,4,15, , , , ,A,e, , 
36285,0281783,4,15,38, , , , ,AB, , , 
36286,0281783,5,38,71, , , , ,B,t,1, 
36287,0281783,6,71,99, , , , ,B,t,2, 
36288,0281783,7,99,100, , , , ,C,k, , 
36289,0281784,1,-2.5,0, , , , ,LF, , , 
36290,0281784,2,0,12.5, , , , ,A,e, , 
36291,0281784,3,12.5,23, , , , ,B,tgj, , 
36292,0281784,4,23,43, , , , ,B,tg, , 
36293,0281784,5,43,61, , , , ,BC,g,1, 
36294,0281784,6,61,71, , , , ,BC,g,2, 
36295,0281784,7,71,100, , , , ,BC,gj, , 
36296,0281785,1,-7,0, , , , ,LFH, , , 
36297,0281785,2,0,2, , , , ,A,h, , 
36298,0281785,3,2,8, , , , ,A,e,1, 
36299,0281785,4,8,15, , , , ,B,m, , 
36300,0281785,5,15,25, , , , ,A,e,2, 
36301,0281785,6,25,58, , , , ,B,t,1, 
36302,0281785,7,58,100, , , , ,B,t,2, 
36303,0281786,1,-2.5,0, , , , ,LF, , , 
36304,0281786,2,0,10, , , , ,A,e,1, 
36305,0281786,3,10,20.5, , , , ,A,e,2, 
36306,0281786,4,20.5,40.5, , , , ,BA, ,1, 
36307,0281786,5,40.5,66, , , , ,BA, ,2, 
36308,0281786,6,66,100, , , , ,B,t, , 
36309,0281787,1,0,2.5, , , , ,A,e, , 
36310,0281787,2,2.5,10, , , , ,B,hf,1, 
36311,0281787,3,10,20.5, , , , ,B,hf,2, 
36312,0281787,4,20.5,33, , , , ,B,f, , 
36313,0281787,5,33,91.5, , , , ,BC, , , 
36314,0281787,6,91.5,100, , , , ,C, , , 
36315,0281788,1,0,7.5, , , , ,A,he,1, 
36316,0281788,2,7.5,15, , , , ,A,he,2, 
36317,0281788,3,15,25.5, , , , ,A,he,3, 
36318,0281788,4,25.5,45.5, , , , ,A,ej, , 
36319,0281788,5,45.5,61, , , , ,B,t, , 
36320,0281788,6,61,99, , , , ,BC, , , 
36321,0281788,7,99,100, , , , ,C,k, , 
36322,0281789,1,-2.5,0, , , , ,LF, , , 
36323,0281789,2,0,18, , , , ,B,m, , 
36324,0281789,3,18,38, , , , ,C, , , 
36325,0281789,4,38,56, , , , ,B,t,1, 
36326,0281789,5,56,76, , , , ,B,t,2, 
36327,0281789,6,76,100, , , , ,C, ,1, 
36328,0281790,1,-2.5,0, , , , ,LFH, , , 
