OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,MIN_THICK,MAX_THICK,BNDRY_DIST,BNDRY_FORM,HZN_MAS,HZN_SUF,HZN_MOD,HZN_LIT
35269,0281560,3,12,50, , , , ,B,t, , 
35270,0281560,4,50,80, , , , ,BC, , , 
35271,0281560,5,80,100, , , , ,C, , , 
35272,0281561,1,-3,0, , , , ,LH, , , 
35273,0281561,2,0,5, , , , ,A,e, , 
35274,0281561,3,5,20, , , , ,AB, , , 
35275,0281561,4,20,60, , , , ,B,t, ,2
35276,0281561,5,60,90, , , , ,BC, , ,2
35277,0281561,6,90,100, , , , ,C,ca, ,3
35278,0281562,1,-10,0, , , , ,LH, , , 
35279,0281562,2,0,15, , , , ,A,e, , 
35280,0281562,3,15,30, , , , ,B,m, , 
35281,0281562,4,30,65, , , , ,B,t, , 
35282,0281562,5,65,100, , , , ,C, , ,2
35283,0281563,1,-7,0, , , , ,LH, , , 
35284,0281563,2,0,6, , , , ,A,e, , 
35285,0281563,3,6,20, , , , ,AB, , , 
35286,0281563,4,20,50, , , , ,B,t,1, 
35287,0281563,5,50,100, , , , ,B,t,2, 
35288,0281564,1,-9,0, , , , ,LF, , , 
35289,0281564,2,0,7, , , , ,A,e, , 
35290,0281564,3,7,65, , , , ,B,t, , 
35291,0281564,4,65,100, , , , ,C,kg, , 
35292,0281565,1,-20,0, , , , ,LH, , , 
35293,0281565,2,0,8, , , , ,A,e, , 
35294,0281565,3,8,18, , , , ,B,f, , 
35295,0281565,4,18,40, , , , ,B,t, , 
35296,0281565,5,40,100, , , , ,BC, , , 
35297,0281566,1,-26,-13, , , , ,L, , , 
35298,0281566,2,-13,0, , , , ,H, , , 
35299,0281566,3,0,8, , , , ,A,eg, , 
35300,0281566,4,8,17, , , , ,B,gf, , 
35301,0281566,5,17,48, , , , ,C,g,1, 
35302,0281566,6,48,100, , , , ,C,g,2, 
35303,0281567,1,-10,0, , , , ,F, , , 
35304,0281567,2,0,5, , , , ,A,h, , 
35305,0281567,3,5,13, , , , ,A,eg, , 
35306,0281567,4,13,21, , , , ,AB,g, , 
35307,0281567,5,21,60, , , , ,B,tg, , 
35308,0281567,6,60,100, , , , ,C,kg, , 
35309,0281568,1,-5,0, , , , ,LFH, , , 
35310,0281568,2,0,7, , , , ,A,e, , 
35311,0281568,3,7,12, , , , ,B,m, , 
35312,0281568,4,12,30, , , , ,B,t, , 
35313,0281568,5,30,60, , , , ,BC, , , 
35314,0281568,6,60,100, , , , ,C,k, ,2
35315,0281569,1,-4,0, , , , ,LH, , , 
35316,0281569,2,0,4, , , , ,A,he, , 
35317,0281569,3,4,17, , , , ,AB, , , 
35318,0281569,4,17,60, , , , ,B,m, , 
35319,0281569,5,60,100, , , , ,BC, , , 
35320,0281569,6,100,100, , , , ,C, , , 
35321,0281570,1,-5,0, , , , ,LH, , , 
35322,0281570,2,0,5, , , , ,A,e, , 
35323,0281570,3,5,40, , , , ,B,g, , 
35324,0281570,4,40,70, , , , ,BC,g,1, 
35325,0281570,5,70,100, , , , ,BC,g,2, 
35326,0281571,1,-7.5,0, , , , ,LFH, , , 
35327,0281571,2,0,9, , , , ,A,e, , 
35328,0281571,3,9,17, , , , ,AB, , , 
35329,0281571,4,17,70, , , , ,B,t, , 
35330,0281571,5,70,100, , , , ,BC, , , 
35331,0281572,1,-10,0, , , , ,LFH, , , 
35332,0281572,2,0,4, , , , ,A,he, , 
35333,0281572,3,4,20, , , , ,A,e, , 
35334,0281572,4,20,75, , , , ,B,t, , 
35335,0281572,5,75,100, , , , ,C,k, , 
35336,0281573,1,-6,0, , , , ,LFH, , , 
35337,0281573,2,0,3, , , , ,A,he, , 
35338,0281573,3,3,13, , , , ,A,e, , 
35339,0281573,4,13,23, , , , ,B,m, , 
35340,0281573,5,23,70, , , , ,B,m, ,2
35341,0281573,6,70,100, , , , ,BC, , , 
35342,0281574,1,0,18, , , , ,A,h, , 
35343,0281574,2,18,33, , , , ,B,m, , 
35344,0281574,3,33,51, , , , ,BC, , , 
35345,0281574,4,51,100, , , , ,C,k, , 
35346,0281575,1,0,8, , , , ,A,h, , 
35347,0281575,2,8,20, , , , ,A,he, , 
35348,0281575,3,20,33, , , , ,A,e, , 
35349,0281575,4,33,53, , , , ,B,t,1, 
35350,0281575,5,53,71, , , , ,B,t,2, 
35351,0281575,6,71,100, , , , ,BC, , , 
35352,0281576,1,0,6, , , , ,A,he, , 
35353,0281576,2,6,15, , , , ,A,e, , 
35354,0281576,3,15,50, , , , ,B,m, , 
35355,0281576,4,50,70, , , , ,B,t, ,2
35356,0281576,5,70,100, , , , ,BC, , ,2
35357,0281577,1,-7.5,0, , , , ,LFH, , , 
35358,0281577,2,0,20, , , , ,A,e, , 
35359,0281577,3,20,50, , , , ,B,t,1, 
35360,0281577,4,50,70, , , , ,B,t,2, 
35361,0281577,5,70,100, , , , ,BC, , , 
35362,0281578,1,0,15, , , , ,A,pk, , 
35363,0281578,2,15,40, , , , ,C,k,1, 
35364,0281578,3,40,41, , , , ,A,hb,1, 
35365,0281578,4,41,58, , , , ,C,k,2, 
35366,0281578,5,58,61, , , , ,A,hb,2, 
35367,0281578,6,61,87, , , , ,C,k,3, 
35368,0281578,7,87,90, , , , ,A,hb,3, 
35369,0281578,8,90,100, , , , ,C,k,4, 
35370,0281579,1,-13,0, , , , ,O,m, , 
35371,0281579,2,0,23, , , , ,A,hkg, , 
35372,0281579,3,23,46, , , , ,AC,g,1, 
35373,0281579,4,46,64, , , , ,AC,g,2, 
35374,0281579,5,64,81, , , , ,C,kg,1, 
35375,0281579,6,81,100, , , , ,C,kg,2, 
35376,0281580,1,-6,0, , , , ,LFH, , , 
35377,0281580,2,0,7, , , , ,A,e, , 
35378,0281580,3,7,22, , , , ,B,t, , 
35379,0281580,4,22,42, , , , ,BC, , , 
35380,0281580,5,42,100, , , , ,C, , , 
35381,0281581,1,0,12, , , , ,A,p, , 
35382,0281581,2,12,20, , , , ,A,h, , 
35383,0281581,3,20,39, , , , ,B,m, , 
35384,0281581,4,39,61, , , , ,BC, , , 
35385,0281581,5,61,100, , , , ,C, , , 
35386,0281582,1,-6,0, , , , ,LFH, , , 
35387,0281582,2,0,12, , , , ,A,e,1, 
35388,0281582,3,12,37, , , , ,A,e,2, 
35389,0281582,4,37,95, , , , ,B,t, ,2
35390,0281582,5,95,100, , , , ,BC, , ,2
35391,0281583,1,-11,0, , , , ,LFH, , , 
35392,0281583,2,0,8, , , , ,B,m, , 
35393,0281583,3,8,50, , , , ,B,t, , 
35394,0281583,4,50,100, , , , ,BC, , , 
35395,0281584,1,-7.5,0, , , , ,O,m, , 
35396,0281584,2,0,13, , , , ,A,h, , 
35397,0281584,3,13,20, , , , ,A,eg, , 
35398,0281584,5,33,61, , , , ,BC,g, , 
35399,0281584,6,61,94, , , , ,C,kg,1, 
35400,0281584,7,94,100, , , , ,C,kg,2, 
35401,0281585,1,-2.5,0, , , , ,LFH, , , 
35402,0281585,2,0,15, , , , ,A,h, , 
35403,0281585,3,15,23, , , , ,A,he, , 
35404,0281585,4,23,31, , , , ,A,e, , 
35405,0281585,5,31,51, , , , ,B,tj, , 
35406,0281585,6,51,100, , , , ,BC, , , 
35407,0281586,1,-6,0, , , , ,LFH, , , 
35408,0281586,2,0,5, , , , ,A,e, , 
35409,0281586,3,5,18, , , , ,B,m,1, 
35410,0281586,4,18,38, , , , ,B,m,2, 
35411,0281586,5,38,66, , , , ,B,m,3, 
35412,0281586,6,66,100, , , , ,C, , , 
35413,0281587,1,0,15, , , , ,A,p, , 
35414,0281587,2,15,30, , , , ,A,he, , 
35415,0281587,3,30,40, , , , ,A,e, , 
35416,0281587,4,40,50, , , , ,B,tj, , 
35417,0281587,5,50,70, , , , ,BC, , ,2
35418,0281587,6,70,100, , , , ,C,k, ,2
35419,0281588,1,-8,0, , , , ,O,m, , 
35420,0281588,2,0,5, , , , ,A,h, , 
35421,0281588,3,5,28, , , , ,A,egj, , 
35422,0281588,4,28,38, , , , ,B,tg,1, 
35423,0281588,5,38,63, , , , ,B,tg,2, 
35424,0281588,6,63,84, , , , ,BC,g,1, 
35425,0281588,7,84,100, , , , ,BC,g,2, 
35426,0281589,1,-12,0, , , , ,O,f, , 
35427,0281589,2,0,18, , , , ,A,hg, , 
35428,0281589,3,18,38, , , , ,B,g, , 
35429,0281589,4,38,74, , , , ,C,cag, , 
35430,0281589,5,74,100, , , , ,C,kg, , 
35431,0281590,1,0,18, , , , ,A,p, , 
35432,0281590,2,18,28, , , , ,A,e, , 
35433,0281590,3,28,71, , , , ,B,tjg, , 
35434,0281590,4,71,100, , , , ,C,cag, , 
35435,0281591,1,0,23, , , , ,A,p, , 
35436,0281591,2,23,33, , , , ,A,e, , 
35437,0281591,3,33,65, , , , ,B,t, , 
35438,0281591,4,65,95, , , , ,BC, , , 
35439,0281591,5,95,100, , , , ,C,k, , 
35440,0281592,1,0,20, , , , ,A,h, , 
35441,0281592,2,20,25, , , , ,A,he, , 
35442,0281592,3,25,48, , , , ,B,t, , 
35443,0281592,4,48,61, , , , ,BC, , , 
35444,0281592,5,61,100, , , , ,C,k, , 
35445,0281594,1,0,13, , , , ,A,h, , 
35446,0281594,2,13,20, , , , ,A,he, , 
35447,0281594,3,20,40, , , , ,B,tj, , 
35448,0281594,4,40,100, , , , ,BC, , , 
35449,0281595,1,0,5, , , , ,A,h, , 
35450,0281595,2,5,18, , , , ,A,he, , 
35451,0281595,3,18,31, , , , ,A,e, , 
35452,0281595,4,31,51, , , , ,B,t,1, 
35453,0281595,5,51,69, , , , ,B,t,2, 
35454,0281595,6,69,87, , , , ,BC, , , 
35455,0281595,7,87,100, , , , ,C,k, , 
35456,0281596,1,0,20, , , , ,A,p, , 
35457,0281596,2,20,25, , , , ,A,he, , 
35458,0281596,3,25,36, , , , ,AB, , , 
35459,0281596,4,36,71, , , , ,B,tgj, , 
35460,0281596,5,71,100, , , , ,C,kg, , 
35461,0281597,1,-2.5,0, , , , ,LFH, , , 
35462,0281597,2,0,2.5, , , , ,A,h, , 
35463,0281597,3,2.5,15, , , , ,A,e, , 
35464,0281597,4,15,23, , , , ,AB, , , 
35465,0281597,5,23,58.5, , , , ,B,t, , 
35466,0281597,6,58.5,100, , , , ,BC, , , 
35467,0281598,1,-5,0, , , , ,LFH, , , 
35468,0281598,2,0,6.5, , , , ,A,e,1, 
35469,0281598,3,6.5,12.5, , , , ,B,f, , 
35470,0281598,4,12.5,25.5, , , , ,A,e,2, 
35471,0281598,5,25.5,30.5, , , , ,AB, , , 
35472,0281598,6,30.5,66, , , , ,B,t, , 
35473,0281598,7,66,99, , , , ,BC, , , 
35474,0281598,8,99,100, , , , ,C,k, , 
35475,0281599,1,-5,0, , , , ,LFH, , , 
35476,0281599,2,0,12.5, , , , ,A,e, , 
35477,0281599,3,12.5,23, , , , ,B,t,1, 
35478,0281599,4,23,45.5, , , , ,B,t,2, 
35479,0281599,5,45.5,63.5, , , , ,BC, , , 
35480,0281599,6,63.5,100, , , , ,C, , , 
35481,0281600,1,-5,0, , , , ,LFH, , , 
35482,0281600,2,0,5, , , , ,A,e,1, 
35483,0281600,3,5,15, , , , ,A,e,2, 
35484,0281600,4,15,40.5, , , , ,B,t, , 
35485,0281600,5,40.5,73.5, , , , ,BC, , , 
35486,0281600,6,73.5,100, , , , ,C, , , 
35487,0281601,1,-5,0, , , , ,LFH, , , 
35488,0281601,2,0,5, , , , ,A,e,1, 
35489,0281601,3,5,10, , , , ,B,f, , 
35490,0281601,4,10,20.5, , , , ,A,e,2, 
35491,0281601,5,20.5,35.5, , , , ,AB, , , 
35492,0281601,6,35.5,61, , , , ,B,t, , 
35493,0281601,7,61,100, , , , ,BC, , , 
35494,0281602,1,-5,0, , , , ,LFH, , , 
35495,0281602,2,0,7.5, , , , ,B,m, , 
35496,0281602,3,7.5,18, , , , ,A,e, , 
35497,0281602,4,18,30.5, , , , ,B,t, , 
35498,0281602,5,30.5,100, , , , ,BC, , , 
35499,0281604,1,-10,0, , , , ,LFH, , , 
35500,0281604,2,0,15, , , , ,A,e, , 
35501,0281604,3,15,60, , , , ,B,t, , 
35502,0281604,4,60,100, , , , ,C,k, , 
35503,0281605,1,-2.5,0, , , , ,LFH, , , 
35504,0281605,2,0,23, , , , ,A,e, , 
35505,0281605,3,23,35.5, , , , ,B,t, , 
35506,0281605,4,35.5,100, , , , ,BC, , , 
35507,0281606,1,-5,0, , , , ,LFH, , , 
35508,0281606,2,0,5, , , , ,A,e,1, 
35509,0281606,3,5,15, , , , ,A,e,2, 
35510,0281606,4,15,33, , , , ,B,t, , 
35511,0281606,5,33,61, , , , ,BC, , , 
35512,0281606,6,61,100, , , , ,C,k, , 
35513,0281607,1,-5,0, , , , ,LFH, , , 
35514,0281607,2,0,7.5, , , , ,A,e,1, 
35515,0281607,3,7.5,12.5, , , , ,B,f, , 
35516,0281607,4,12.5,23, , , , ,A,e,2, 
35517,0281607,5,23,48.5, , , , ,B,t, , 
35518,0281607,6,48.5,76, , , , ,BC, , , 
35519,0281607,7,76,100, , , , ,C,k, , 
35520,0281608,1,-7.5,0, , , , ,LFH, , , 
35521,0281608,2,0,2.5, , , , ,A,ej, , 
35522,0281608,3,2.5,15, , , , ,B,tj, , 
35523,0281608,4,15,51, , , , ,BC, ,1, 
35524,0281608,5,51,100, , , , ,BC, ,2, 
35525,0281609,1,-5,0, , , , ,LFH, , , 
35526,0281609,2,0,5, , , , ,B,m, , 
35527,0281609,3,5,15, , , , ,A,e, , 
35528,0281609,4,15,25.5, , , , ,B,t, , 
35529,0281609,5,25.5,61, , , , ,BC, , , 
35530,0281609,6,61,100, , , , ,C,k, , 
35531,0281610,1,-5,0, , , , ,LFH, , , 
35532,0281610,2,0,15, , , , ,A,e, , 
35533,0281610,3,15,30.5, , , , ,B,t, , 
35534,0281610,4,30.5,56, , , , ,BC, , , 
35535,0281610,5,56,100, , , , ,C,k, , 
35536,0281611,1,-5,0, , , , ,LFH, , , 
35537,0281611,2,0,7.5, , , , ,A,e,1, 
35538,0281611,3,7.5,18, , , , ,A,e,2, 
35539,0281611,4,18,45.5, , , , ,B,t, , 
35540,0281611,5,45.5,81.5, , , , ,BC, , , 
35541,0281611,6,81.5,100, , , , ,C, , , 
35542,0281612,1,-5,0, , , , ,LFH, , , 
35543,0281612,2,0,5, , , , ,A,e,1, 
35544,0281612,3,5,10, , , , ,B,f, , 
35545,0281612,4,10,18, , , , ,A,e,2, 
35546,0281612,5,18,40.5, , , , ,B,t, , 
35547,0281612,6,40.5,61, , , , ,BC, , , 
35548,0281612,7,61,100, , , , ,C, , ,2
35549,0281613,1,-5,0, , , , ,LFH, , , 
35550,0281613,2,0,5, , , , ,A,ej, , 
35551,0281613,3,5,15, , , , ,B,tj, , 
35552,0281613,4,15,25.5, , , , ,BC, , , 
35553,0281613,5,25.5,100, , , , ,C, , ,2
35554,0281614,1,-2.5,0, , , , ,LFH, , , 
35555,0281614,2,0,7.5, , , , ,A,ej, , 
35556,0281614,3,7.5,18, , , , ,B,fj, , 
35557,0281614,4,18,35.5, , , , ,C, , , 
35558,0281614,5,35.5,100, , , , ,C, , ,2
35559,0281615,1,-14,0, , , , ,LFH, , , 
35560,0281615,2,0,12, , , , ,A,e, , 
35561,0281615,3,12,48, , , , ,B,t, , 
35562,0281615,4,48,100, , , , ,C,k, , 
35563,0281616,1,-5,0, , , , ,LFH, , , 
35564,0281616,2,0,5, , , , ,A,e,1, 
35565,0281616,3,5,18, , , , ,A,e,2, 
35566,0281616,4,18,25.5, , , , ,AB, , , 
35567,0281616,5,25.5,48.5, , , , ,B,t, , 
35568,0281616,6,48.5,61, , , , ,BC, , , 
35569,0281616,7,61,100, , , , ,C,k, , 
35570,0281617,1,-5,0, , , , ,LFH, , , 
35571,0281617,2,0,7.5, , , , ,A,e,1, 
35572,0281617,3,7.5,23, , , , ,A,e,2, 
35573,0281617,4,23,68.5, , , , ,B,t, , 
35574,0281617,5,68.5,89, , , , ,BC, , , 
35575,0281617,6,89,100, , , , ,C,k, , 
35576,0281618,1,-5,0, , , , ,LFH, , , 
35577,0281618,2,0,5, , , , ,A,e,1, 
35578,0281618,3,5,10, , , , ,B,f, , 
35579,0281618,4,10,18, , , , ,A,e,2, 
35580,0281618,5,18,43, , , , ,B,t, , 
35581,0281618,6,43,71, , , , ,BC, , , 
35582,0281618,7,71,100, , , , ,C,k, , 
35583,0281619,1,-5,0, , , , ,LFH, , , 
35584,0281619,2,0,5, , , , ,A,e,1, 
35585,0281619,3,5,12.5, , , , ,A,e,2, 
35586,0281619,4,12.5,43, , , , ,B,t, , 
35587,0281619,5,43,68.5, , , , ,BC, , , 
35588,0281619,6,68.5,91.5, , , , ,C, , , 
35589,0281619,7,91.5,100, , , , ,C, , ,2
35590,0281620,1,-5,0, , , , ,LFH, , , 
35591,0281620,2,0,2.5, , , , ,A,e,1, 
35592,0281620,3,2.5,10, , , , ,B,f, , 
35593,0281620,4,10,15, , , , ,A,e,2, 
35594,0281620,5,15,28, , , , ,B,t, , 
35595,0281620,6,28,66, , , , ,BC, , , 
35596,0281620,7,66,100, , , , ,C, , ,2
35597,0281621,1,-2.5,0, , , , ,LFH, , , 
35598,0281621,2,0,12.5, , , , ,A,e, , 
35599,0281621,3,12.5,23, , , , ,B,t, , 
35600,0281621,4,23,61, , , , ,BC, , , 
35601,0281621,5,61,100, , , , ,C,k, , 
35602,0281622,1,-7.5,0, , , , ,LFH, , , 
35603,0281622,2,0,15, , , , ,A,e, , 
35604,0281622,3,15,43, , , , ,B,tj, , 
35605,0281622,4,43,100, , , , ,BC, , , 
35606,0281624,1,-5,0, , , , ,LFH, , , 
35607,0281624,2,0,15, , , , ,A,e, , 
35608,0281624,3,15,35.5, , , , ,B,f, , 
35609,0281624,4,35.5,96.5, , , , ,BC, , , 
35610,0281624,5,96.5,100, , , , ,C,k, , 
35611,0281625,1,-2.5,0, , , , ,L, , , 
35612,0281625,2,0,5, , , , ,A,e, , 
35613,0281625,3,5,12.5, , , , ,B,m, , 
35614,0281625,4,12.5,89, , , , ,BC, , , 
35615,0281625,5,89,100, , , , ,C, , , 
35616,0281626,1,-14,0, , , , ,LFH, , , 
35617,0281626,2,0,18, , , , ,A,e, , 
35618,0281626,3,18,75, , , , ,B,t, , 
35619,0281626,4,75,100, , , , ,C,k, , 
35620,0281627,1,0,15, , , , ,A,hk,1, 
35621,0281627,2,15,30.5, , , , ,A,hk,2, 
35622,0281627,3,30.5,51, , , , ,A,hk,3, 
35623,0281627,4,51,58.5, , , , ,A,hk,4, 
35624,0281627,5,58.5,71, , , , ,B,mk, ,2
35625,0281627,6,71,100, , , , ,C,k, ,2
35626,0281628,1,-2.5,0, , , , ,LFH, , , 
35627,0281628,2,0,7.5, , , , ,A,hk,1, 
35628,0281628,3,7.5,12.5, , , , ,A,hk,2, 
35629,0281628,4,12.5,25.5, , , , ,B,mk, , 
35630,0281628,5,25.5,100, , , , ,C,k, , 
35631,0281630,1,-2.5,0, , , , ,LFH, , , 
35632,0281630,2,0,15, , , , ,A,hk, , 
35633,0281630,3,15,28, , , , ,A,hek, , 
35634,0281630,4,28,40.5, , , , ,B,mk, , 
35635,0281630,5,40.5,53.5, , , , ,A,ek, , 
35636,0281630,6,53.5,71, , , , ,B,tk, , 
35637,0281630,7,71,100, , , , ,C,k, , 
35638,0281631,1,-5,0, , , , ,LFH, , , 
35639,0281631,2,0,15, , , , ,B,mk, , 
35640,0281631,3,15,33, , , , ,A,ek, , 
35641,0281631,4,33,51, , , , ,B,tk, , 
35642,0281631,5,51,100, , , , ,C,k, , 
35643,0281632,1,-2.5,0, , , , ,LFH, , , 
35644,0281632,2,0,2.5, , , , ,A,hk, , 
35645,0281632,3,2.5,18, , , , ,B,mk, , 
35646,0281632,4,18,100, , , , ,C,k, ,2
35647,0281633,1,-2.5,0, , , , ,LFH, , , 
35648,0281633,2,0,7.5, , , , ,A,hk, , 
35649,0281633,3,7.5,18, , , , ,A,ek, , 
35650,0281633,4,18,30.5, , , , ,B,mk, , 
35651,0281633,5,30.5,100, , , , ,C,k, ,2
35652,0281634,1,-5,0, , , , ,LFH, , , 
35653,0281634,2,0,15, , , , ,A,e, , 
35654,0281634,3,15,33, , , , ,B,t, , 
35655,0281634,4,33,68.5, , , , ,B,t, ,2
35656,0281634,5,68.5,100, , , , ,BC, , ,2
35657,0281635,1,-2.5,0, , , , ,LFH, , , 
35658,0281635,2,0,7.5, , , , ,A,e, , 
35659,0281635,3,7.5,33, , , , ,B,m, , 
35660,0281635,4,33,84, , , , ,BC, , ,2
35661,0281635,5,84,100, , , , ,C,k, ,2
35662,0281636,1,-5,0, , , , ,LFH, , , 
35663,0281636,2,0,5, , , , ,A,e,1, 
35664,0281636,3,5,7.5, , , , ,B,f, , 
35665,0281636,4,7.5,23, , , , ,A,e,2, 
35666,0281636,5,23,38, , , , ,B,t, ,2
35667,0281636,6,38,73.5, , , , ,BC, , ,2
35668,0281636,7,73.5,100, , , , ,C,k, ,2
35669,0281637,1,-5,0, , , , ,LF, , , 
35670,0281637,2,0,11, , , , ,A,e, , 
35671,0281637,3,11,45, , , , ,B,g, , 
35672,0281637,4,45,100, , , , ,C,kg, , 
35673,0281638,1,-2.5,0, , , , ,LFH, , , 
35674,0281638,2,0,5, , , , ,B,m, , 
35675,0281638,3,5,10, , , , ,A,e, , 
35676,0281638,4,10,25.5, , , , ,B,t, , 
35677,0281638,5,25.5,40.5, , , , ,BC, , ,2
35678,0281638,6,40.5,100, , , , ,C,k, ,2
35679,0281639,1,-5,0, , , , ,LFH, , , 
35680,0281639,2,0,18, , , , ,A,e, , 
35681,0281639,3,18,33, , , , ,B,t, , 
35682,0281639,4,33,71, , , , ,BC, , , 
35683,0281639,5,71,100, , , , ,C,k, , 
35684,0281640,1,-2.5,0, , , , ,LFH, , , 
35685,0281640,2,0,7.5, , , , ,A,e, , 
35686,0281640,3,7.5,23, , , , ,B,tj, , 
35687,0281640,4,23,35.5, , , , ,BC, , , 
35688,0281640,5,35.5,100, , , , ,C,k, , 
35689,0281641,1,-2.5,0, , , , ,LFH, , , 
35690,0281641,2,0,5, , , , ,A,e,1, 
35691,0281641,3,5,10, , , , ,B,f, , 
35692,0281641,4,10,23, , , , ,A,e,2, 
35693,0281641,5,23,35.5, , , , ,B,t, , 
35694,0281641,6,35.5,40.5, , , , ,BC, , , 
35695,0281641,7,40.5,100, , , , ,C,k, , 
35696,0281642,1,-5,0, , , , ,LFH, , , 
35697,0281642,2,0,5, , , , ,A,e, , 
35698,0281642,3,5,10, , , , ,B,f, , 
35699,0281642,4,10,35.5, , , , ,B,t, , 
35700,0281642,5,35.5,100, , , , ,BC, , , 
35701,0281643,1,-5,0, , , , ,LFH, , , 
35702,0281643,2,0,10, , , , ,A,e,1, 
35703,0281643,3,10,23, , , , ,A,e,2, 
35704,0281643,4,23,58.5, , , , ,B,t,1, 
35705,0281643,5,58.5,84, , , , ,B,t,2, 
35706,0281643,6,84,100, , , , ,BC, , , 
35707,0281644,1,-7.5,0, , , , ,LFH, , , 
35708,0281644,2,0,2.5, , , , ,A,ej, , 
35709,0281644,3,2.5,18, , , , ,B,tj, , 
35710,0281644,4,18,48.5, , , , ,BC, , , 
35711,0281644,5,48.5,100, , , , ,C, , , 
35712,0281645,1,-5,0, , , , ,LFH, , , 
35713,0281645,2,0,5, , , , ,A,ej, , 
35714,0281645,3,5,15, , , , ,B,m, , 
35715,0281645,4,15,100, , , , ,BC, , , 
35716,0281646,1,-2.5,0, , , , ,LFH, , , 
35717,0281646,2,0,7.5, , , , ,A,e, , 
35718,0281646,3,7.5,18, , , , ,B,t, , 
35719,0281646,4,18,100, , , , ,BC, , , 
35720,0281647,1,-20.5,0, , , , ,O,m, , 
35721,0281647,2,0,10, , , , ,A,eg, , 
35722,0281647,3,10,25.5, , , , ,AB,g, , 
35723,0281647,4,25.5,56, , , , ,B,tg, , 
35724,0281647,5,56,100, , , , ,C,g, , 
35725,0281648,1,-3,0, , , , ,LF, , , 
35726,0281648,2,0,3, , , , ,A,he, , 
35727,0281648,3,3,25, , , , ,B,m,1, 
35728,0281648,4,25,55, , , , ,B,m,2, 
35729,0281648,5,55,100, , , , ,BC, , , 
35730,0281649,1,-25.5,0, , , , ,O,m, , 
35731,0281649,2,0,15, , , , ,A,h, , 
35732,0281649,3,15,35.5, , , , ,B,g, , 
35733,0281649,4,35.5,100, , , , ,C,kg, , 
35734,0281650,1,-35.5,-20.5, , , , ,O,f, , 
35735,0281650,2,-20.5,0, , , , ,O,h, , 
35736,0281650,3,0,25.5, , , , ,B,g, , 
35737,0281650,4,25.5,100, , , , ,C,kg, , 
35738,0281651,1,-1,0, , , , ,LF, , , 
35739,0281651,2,0,7, , , , ,B,m, , 
35740,0281651,3,7,12, , , , ,AB, , ,2
35741,0281651,4,12,50, , , , ,B,m, ,2
35742,0281651,5,50,100, , , , ,BC, , ,2
35743,0281652,1,-1,0, , , , ,LF, , , 
35744,0281652,2,0,6, , , , ,A,e, , 
35745,0281652,3,6,50, , , , ,B,f, , 
35746,0281652,4,50,64, , , , ,BC, ,1, 
35747,0281652,5,64,92, , , , ,BC, ,2, 
35748,0281652,6,92,100, , , , ,R, , , 
35749,0281654,1,-8,0, , , , ,LF, , , 
35750,0281654,2,0,14, , , , ,A,e,1, 
35751,0281654,3,14,20, , , , ,A,e,2, 
35752,0281654,4,20,25, , , , ,B,f, , 
35753,0281654,5,25,38, , , , ,B,fc,1, 
35754,0281654,6,38,55, , , , ,B,fc,2, 
35755,0281654,7,55,78, , , , ,B,cj, , 
35756,0281654,8,78,100, , , , ,BC, , , 
35757,0281655,1,-4,0, , , , ,LF, , , 
35758,0281655,2,0,8, , , , ,A,he, , 
35759,0281655,3,8,33, , , , ,B,fu, , 
35760,0281655,4,33,45, , , , ,B,fucj, , 
35761,0281655,5,45,75, , , , ,B,fcj,1, 
35762,0281655,6,75,81, , , , ,B,fcj,2, 
35763,0281655,7,81,100, , , , ,B,c, , 
35764,0281656,1,-4,0, , , , ,LF, , , 
35765,0281656,2,0,5, , , , ,A,e, , 
35766,0281656,3,5,10, , , , ,B,f, , 
35767,0281656,4,10,18, , , , ,B,m,1, 
35768,0281656,5,18,24, , , , ,B,m,2, 
35769,0281656,6,24,78, , , , ,BC, , , 
35770,0281656,7,78,100, , , , ,BC, ,2, 
35771,0281657,1,-1,0, , , , ,H, , , 
35772,0281657,2,0,5, , , , ,A,e, , 
35773,0281657,3,5,13, , , , ,B,f,1, 
35774,0281657,4,13,35, , , , ,B,f,2, 
35775,0281657,5,35,55, , , , ,B,f,3, 
35776,0281657,6,55,96, , , , ,BC, , , 
35777,0281657,7,96,100, , , , ,C, , , 
35778,0281658,1,-4,0, , , , ,LF, , , 
35779,0281658,2,0,4, , , , ,A,e, , 
35780,0281658,3,4,14, , , , ,B,hf, , 
35781,0281658,4,14,32, , , , ,B,m, , 
35782,0281658,5,32,71, , , , ,BC, , , 
35783,0281658,6,71,100, , , , ,B,cj, , 
35784,0281659,1,-8,0, , , , ,LF, , , 
35785,0281659,2,0,5, , , , ,A,he, , 
35786,0281659,3,5,30, , , , ,B,tj, , 
35787,0281659,4,30,100, , , , ,C,kg, , 
35788,0281660,1,-4,0, , , , ,LF, , , 
35789,0281660,2,0,3, , , , ,A,e, , 
35790,0281660,3,3,9, , , , ,B,m, , 
35791,0281660,4,9,21, , , , ,B,m, ,2
35792,0281660,5,21,36, , , , ,B,mc,1,2
35793,0281660,6,36,64, , , , ,B,mc,2,2
35794,0281660,7,64,92, , , , ,B,c, ,2
35795,0281660,8,92,100, , , , ,C, , ,3
35796,0281661,1,-7,0, , , , ,LFH, , , 
