OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,CARB_ORG,CACO3_EQ,PH_H2O,PH_CACL2,EXCH_AL,EXCH_CA,EXCH_H,EXCH_K,EXCH_MG,EXCH_NA,EXCH_PCHRG,CEC,BASE_SATN,X_ACIDITY,NO3,P_INORG,P_ORG,N_TOTAL,AVAIL_K,CALCITE,DOLOMITE
252,0043202,6,41,91, , , ,8.1, , , , , , , ,5.6, , , , , ,9, ,29.1,31.3
253,0043363,6,36,50, , , ,8.1, , , , , , , ,27.8, , , , , ,9, ,8.6,4.1
254,0043363,7,50,76, , , ,8.1, , , , , , , ,19.3, , , , , ,9, ,6.1,6.2
255,0043565,3,30,44, , , ,8.1, , , , , , , ,6.6, , , , , ,9, ,12.9,33.1
256,0043565,4,44,54, , , ,8.1, , , , , , , ,8.4, , , , , ,9, ,14.1,31.9
257,0043565,5,54,100, , , ,8.1, , , , , , , ,10.2,34.1, , , , ,9, ,14,29.7
258,0043566,6,70,100, , , ,8.1, , , , , , , ,34.8, , , , , ,9, ,10.5,7.5
259,0043569,7,100,135, , , ,8.1, , , , , , , ,16.3,50.4, , , , ,9, ,8.8,25.4
260,0043588,9,130, , , , ,8.1, , , , , , , ,8.2, , , , , ,9, ,6.4,12.3
261,0043593,5,63,100, , , ,8.1, , , , , , , ,7.8, , , , , ,9, ,4.6,20.6
262,0043595,1,0,29,2.9, , ,8.1, , , , , , , ,41.9, , , , , ,0.3, , , 
263,0043596,4,54,100, , , ,8.1, , , , , , , ,15.8,36, , , , ,9, ,14.7,12
264,0043598,4,90,110, , , ,8.1, , , , , , , ,12.4,31, , , , ,9, ,11.1,10.5
265,0043599,2,28,33,2.6, , ,8.1, , , , , , , ,19.3, , , , , ,0.2, ,16.3,2.1
266,0043617,3,59, , , , ,8.1, , , , , , , ,13, , , , , ,9, ,14.4,8.1
267,0043618,3,20,30,1.4, , ,8.1, , , , , , , ,30.7, , , , , ,0.2, ,10.5,3.6
268,0043824,6,40,60, , , ,8.1, , , , , , , ,32.8,85, , , , ,9, ,16.5,12.4
269,0043824,7,60,80, , , ,8.1, , , , , , , ,30.7,78, , , , ,9, ,19,9.5
270,0043837,6,80,100, , , ,8.1, , , , , , , ,11.3,37, , , , ,9, ,7.5,14.1
271,0043838,4,55,75, , , ,8.1, , , , , , , ,17.2,61, , , , ,9, ,8.5,18.1
272,0043840,5,60,80, , , ,8.1, , , , , , , ,15.4,40, , , , ,9, ,8.7,12.7
273,0043848,2,18,25,1.2, , ,8.1, , , , , , , ,27.8,45, , , , ,0.12, , , 
274,0043855,6,100,120, , , ,8.1, , , , , , , ,14.2,38, , , , ,9, ,9.3,10.4
275,0043856,5,70, , , , ,8.1, , , , , , , ,16.7,42, , , , ,9, ,17.5,9.5
276,0043860,4,65, , , , ,8.1, , , , , , , ,34.6,77, , , , ,9, ,12.6,5.8
277,0043863,1,0,5,2.6, , ,8.1, , , , , , , , , , , , , ,0.38, ,2.7,1.2
278,0043887,6,75,100, , , ,8.1, , , , , , , ,2.2, , , , , ,9, ,7.1,10.4
279,0043892,3,40,60, , , ,8.1, ,20.3, , ,27.7, , ,44.8,72, , , , ,9, ,13.3,8.7
280,0043898,2,22,55,1.7, , ,8.1, ,20.3, , ,19, , ,25.8,56, , , , ,0.08, ,14.8,20.3
281,0043898,3,55,86, , , ,8.1, ,19, , ,17.3, , ,18.8,49, , , , ,9, ,3.9,31.9
282,0043902,2,20,35,0.9, , ,8.1, ,32.5, ,0.3,12.9, , ,18.2,44, , , , ,0.08, ,6.7,9.7
283,0043902,5,80,100, , , ,8.1, ,19, , ,23.4, , ,33.6,75, , , , ,9, ,7.2,12.9
284,0043907,5,40,55, , , ,8.1, , , , , , , ,3.3,26, , , , ,9, ,12.7,32.7
285,0043916,9,100,130, , , ,8.1, , , , , , , ,20.3,69, , , , ,9, ,8.4,19.7
286,0043920,5,45,100,0.1, , ,8.1, , , , , , , ,6,28, , , , ,9, ,6.1,4.1
287,0043927,4,37,53, , , ,8.1, , , , , , , ,10,41, , , , ,9, ,26.9,4.5
288,0043959,2,20,26,2.87, ,8.6,8.1, , , , , , , , , , , , , ,0.23, , , 
289,0043959,3,26,46,2.18, ,8.6,8.1, , , , , , , , , , , , , ,0.14, , , 
290,0043966,6,52,70, , , ,8.1, ,15, ,0.3,7.3,5, ,7.3,35, , , , ,9, ,14.5,45.8
291,0043981,4,58,90, , , ,8.1, ,16.7, ,0.8,20.6,2, ,24.6,64, , , , ,9, ,12.2,16.5
292,0043981,5,90,105, , , ,8.1, ,16.1, ,0.9,21.5,2.1, ,23.7,68, , , , ,9, ,7.3,18.4
293,0044036,3,35,70, , , ,8.1, ,17.4, ,1,31.9,3, ,49.1,78, , , , ,9, ,2.2,1.7
294,0044046,2,12,27,0.7, , ,8.1, ,24.2, ,0.1,9.8,0.4, ,9.7,35, , , , ,0.05, ,16.8,5.3
295,0044046,3,27,40, , , ,8.1, ,23.5, ,0.1,7,0.8, ,6.9,31, , , , ,9, ,19,12.9
296,0044153,3,32,55, , , ,8.1, ,15.9, ,0.4,5.6,0.7, ,4.2,23.2, , , , ,9, ,7.1,1.8
297,0044157,8,95,150, , , ,8.1, ,8.8, , ,0.3,0.1, ,1.5,22.3, , , , ,9, ,5.9,2.2
298,0044158,5,60,85, , , ,8.1, ,12.7, ,0.3,11.5,0.8, ,2,21.3, , , , ,9, ,5.9,3
299,0044206,4,38,50,0.62, , ,8.1, ,15, , ,5.3,0.4, ,6.7,37, , , , ,0.04, ,2.4,37.8
300,0044223,3,22,33,1.42, , ,8.1, ,14.1, ,0.4,17.6,1, ,17.3,52, , , , ,0.11, ,18.9,4.6
301,0044223,7,84,100, , , ,8.1, ,13.5, ,0.4,22.7,2.4, ,16.5,56.2, , , , ,9, ,19.9,21.8
302,0044223,8,100,115, , , ,8.1, ,11.6, ,0.4,22.6,2.4, ,14.6,53.9, , , , ,9, ,5.3,23.7
303,0044247,5,65,100, , , ,8.1, ,11.7, ,0.6,11.6,0.2, ,16.9,44.5, , , , ,9, ,10.9,7.9
304,0044247,6,100,130, , , ,8.1, ,10.6, ,0.5,12,0.2, ,16.5,43.2, , , , ,9, ,13.5,6
305,0044253,5,78,115,0.1, , ,8.1, ,5.9, ,0.1,5.9,0.9, ,3.7,28.1, , , , ,9, ,0.2,7.2
306,0044264,5,45,65, , , ,8.1, ,11.7, ,0.2,0.6,0.1, ,1.6,28.3, , , , ,9, ,4.6,12.7
307,0044264,6,65,100, , , ,8.1, ,6.5, ,0.1,0.6,0.1, ,1.1,22.3, , , , ,9, ,2.3,13.6
308,0044266,4,50,90, , , ,8.1, ,21.5, ,1.2,30.3,4.5, ,52.1,87, , , , ,9, ,13,2.5
309,0044266,5,90,100, , , ,8.1, ,24.7, ,1.7,28.8,6.4, ,55.3,94.5, , , , ,9, ,2.6,3.9
310,0044287,3,35,80,0.28, , ,8.1, ,13.2, ,0.3,18.3,0.2, ,22.6,50.8, , , , ,9, ,10.2,23.1
311,0044289,2,20,30, , , ,8.1, ,15.3, ,0.6,4.9,0.1, ,6,33.4, , , , ,0.04, ,2.3, 
312,0044292,7,82,100, , , ,8.1, ,21.4, ,0.5,16.6,1.8, ,23.3,60.5, , , , ,9, ,18.1,4
313,0044293,4,54,78, , , ,8.1, ,31.3, ,0.6,7.4,0.1, ,11.5,42, , , , ,9, ,10.8,9.4
314,0044347,6,60,80, , , ,8.1, ,17.8, ,0.2,9,0.1, ,12.5, , , , , ,9, ,18.1,27.8
315,0044350,5,50,75, , , ,8.1, ,19.5, ,0.2,8.6, , ,12.4,33.2, , , , ,9, ,11.8,23.8
316,0044351,4,48,66,0.8, , ,8.1, ,15.8, ,0.1,2.5, , ,8.4,38, , , , ,9, ,4.3,23.8
317,0044351,5,66,80, , , ,8.1, ,18.2, ,0.1,3.2,0.1, ,4.9,27.9, , , , ,9, ,12.1,27.8
318,0044351,7,100,120, , , ,8.1, ,17.5, ,0.2,3.1,0.1, ,4.3,34.4, , , , ,9, ,8.8,30.6
319,0116329,4,12, ,0.69, ,8.6,8.1, , , , , , , , , , , , , ,0.08, , , 
320,0126868,6,48,72,1.94, , ,8.1, , , , , , , , , , , , , ,0.06, , , 
321,0130430,6,66,, , , ,8.1, , , , , , , , , , , , , , , , , 
322,0140220,8,90,102, ,23.8, ,8.1, , , , , , , , , , , , , , , , , 
323,0150122,2,0,10,1.39, ,7.4,8.1,0.22,7.75, ,0.12,1.17, , , , , , , , ,1.07, , , 
324,0150122,3,10,11,11.09, ,7.4,8.1,0.39,46.1, ,0.06,10.45, , , , , , , , ,1.07, , , 
325,0280134,7,77,100,0, , ,8.1, , , , , , , , , , , , , ,0.4, , , 
326,0280325,5,32.5,55.5,0.46, , ,8.1, , , , , , , , , , , , , ,1.12, , , 
327,0280325,6,55.5,100,0.6, , ,8.1, , , , , , , , , , , , , ,1.12, , , 
328,0280881,5,44,100,0.84, , ,8.1, ,6.43, ,0.16,8.21, , , , , , , , ,1.24, , , 
329,0280995,3,22,55,1.7, , ,8.1, , , , , , , , , , , , , ,0.4, , , 
330,0280995,4,55,86, , , ,8.1, , , , , , , , , , , , , ,0.4, , , 
331,0281040,6,40,60, , , ,8.1, , , , , , , , , , , , , ,1.24, , , 
332,0281040,7,60,100, , , ,8.1, , , , , , , , , , , , , ,1.24, , , 
333,0281047,6,58.5,76,0.36, , ,8.1, , , , , , , , , , , , , ,0.67, , , 
334,0281063,6,61,76,0.5, , ,8.1, , , , , , , , , , , , , ,0.48, , , 
335,0281087,1,0,30.5,1.77, , ,8.1, , , , , , , , , , , , , ,0.17, , , 
336,0281087,2,30.5,61,1.57, , ,8.1, , , , , , , , , , , , , ,0.17, , , 
337,0281089,3,25.5,38,2.36, , ,8.1, , , , , , , , , , , , , ,0.73, , , 
338,0281114,3,15,30.5,0.59, , ,8.1, , , , , , , , , , , , , ,0.17, , , 
339,0281114,4,30.5,61,0.33, , ,8.1, , , , , , , , , , , , , ,0.17, , , 
340,0281116,4,30.5,61,1.12, , ,8.1, , , , , , , , , , , , , ,0.2, , , 
341,0281121,4,30.5,51,0.44, , ,8.1, , , , , , , , , , , , , ,0.38, , , 
342,0281121,5,51,100,0.44, , ,8.1, , , , , , , , , , , , , ,0.38, , , 
343,0281123,3,58.5,73.5,0.71, , ,8.1, , , , , , , , , , , , , ,0.15, , , 
344,0281133,5,40.5,100,0.51, , ,8.1, , , , , , , , , , , , , ,0.69, , , 
345,0281141,3,40.5,56,0.53, , ,8.1, , , , , , , , , , , , , ,0.6, , , 
346,0281141,4,56,100,0.01, , ,8.1, , , , , , , , , , , , , ,0.6, , , 
347,0281153,8,99,100, , , ,8.1, ,21.4, ,0.4,9.4,0.4, , , , , , , ,1.96, , , 
348,0281167,1,-3,0,18.2, , ,8.1, ,49, ,0.8,19.1,0.2, , , , , , , ,0.75, , , 
349,0281234,7,30.5,100,0.3, , ,8.1, ,5.1, ,0.1,2,0.1, , , , , , , ,0.44, , , 
350,0281236,4,20.5,25.5,0.08, , ,8.1, , , , , , , , , , , , , ,1.18, , , 
351,0281237,4,45.5,100,0.01, , ,8.1, , , , , , , , , , , , , ,0.4, , , 
352,0281246,6,45.5,91.5, , , ,8.1, , , ,0.01, ,0.3, , , , , , , ,0.08, , , 
353,0281248,5,30.5,100,0.2, , ,8.1, ,4.5, ,0.1,2.8,0.1, , , , , , , ,1.5, , , 
354,0281259,4,45.5,100, , , ,8.1, , , , , , , , , , , , , ,0.04, , , 
355,0281265,5,40.5,76,0.1, , ,8.1, , , , , , , , , , , , , ,1.76, , , 
356,0281265,6,76,100,0, , ,8.1, , , , , , , , , , , , , ,1.76, , , 
357,0281274,2,14,20.5,1.9, , ,8.1, , , , , , , , , , , , , ,0.71, , , 
358,0281298,3,25.5,40.5,0.32, , ,8.1, , , , , , , , , , , , , ,0.56, , , 
359,0281298,4,40.5,56,0.13, , ,8.1, , , , , , , , , , , , , ,0.56, , , 
360,0281298,5,56,100,0.07, , ,8.1, , , , , , , , , , , , , ,0.56, , , 
361,0281302,3,7.5,30.5,0.45, , ,8.1, , , , , , , , , , , , , ,1.5, , , 
362,0281308,4,18,45.5,0.51, , ,8.1, , , , , , , , , , , , , ,0.71, , , 
363,0281309,6,38,100, , , ,8.1, , , , , , , , , , , , , , , , , 
364,0281322,6,38,100, , , ,8.1, , , , , ,0.1, , , , , , , ,0.05, , , 
365,0281326,7,58.5,100, , , ,8.1, , , ,0.1,1.6,0.5, , , , , , , ,0.2, , , 
366,0281534,6,55,100, , , ,8.1, , , , , , , , , , , , , ,0.09, , , 
367,0281846,2,5,10,2.99, , ,8.1, , , , , , , , , , , , , ,0.69, , , 
368,0281846,3,10,30.5,1.33, , ,8.1, , , , , , , , , , , , , ,0.69, , , 
369,0281846,4,30.5,61,0.96, , ,8.1, , , , , , , , , , , , , ,0.69, , , 
370,0281861,7,63.5,100,0.04, , ,8.1, , , , , , , , , , , , , ,0.85, , , 
371,0282655,5,44,100,0.35, , ,8.1, ,17.5, ,0.1,3.8,0.3, , , , , , , ,0.12, , , 
372,0500652,5,44,100,0.35, , ,8.1, , , , , , , , , , , , , , , , , 
373,0620001,4,63,102,1.18,3.80, ,8.1, ,15.15, ,0.31,15.22,0.17, ,18.6, , , , , ,0.11,76, , 
374,0620002,7,110,160,0.52,5.10, ,8.1, ,12.38, ,0.38,12.99,0.73, ,17.4, , , , , ,0.12,86, , 
375,0640003,6,95,110,0.21,5.49, ,8.1, ,50.99, ,0.26,7.94,3.41, , , , , , , ,0.21, , , 
376,0650002,4,50,75,0.38,10.82, ,8.1, ,11.91, ,0.57,15.12,0.49, ,19.6, , , , , ,0.21,195, , 
377,0650002,5,75,150,0.41,7.28, ,8.1, ,14.40, ,0.62,16.29,1.81, ,19.4, , , , , ,0.21,220, , 
378,0660001,5,50,74,0.63,7.83, ,8.1, ,14.17, ,0.42,8.00,0.02, ,15.4, , , , , ,0.59,120, , 
379,0750005,3,28,34, ,2.4, ,8.1, , , , , , , , , , , , , ,0.27, , , 
380,0750006,4,28,57, ,3.0, ,8.1, , , , , , , , , , , , , ,0.23, , , 
381,0750010,3,32,100, ,10.8, ,8.1, , , , , , , , , , , , , ,0.29, , , 
382,0750012,3,27,100, ,9.6, ,8.1, , , , , , , , , , , , , ,0.29, , , 
383,0750014,2,10,100, ,10.0, ,8.1, , , , , , , , , , , , , ,0.27, , , 
384,0770003,5,45,75, ,2.69, ,8.1, , , , , , , , , , , , , , , , , 
385,0770005,5,55, , ,1.15, ,8.1, , , , , , , , , , , , , , , , , 
386,0150170,3,7,18,28.55, ,7.96,8.07, , , , , , , , , , , , , ,1.03, , , 
387,0150175,5,63,74, ,2.61,7.28,8.03, , , , , , , , , , , , , ,0.9, , , 
388,0150175,3,14,34,3.6, ,7.56,8.01, , , , , , , , , , , , , ,0.9, , , 
389,0650001,3,31,51,0.34,11.28, ,8.0, ,12.74, ,0.47,12.54,0.00, ,18.3, , , , , ,0.18,161, , 
390,0660002,3,14,40,1.37,13.6, ,8.0, ,18.58, ,0.53,9.15,0.00, ,23.3, , , , , ,0.66,155, , 
391,0750005,4,34,100, ,5.8, ,8.0, , , , , , , , , , , , , ,0.27, , , 
392,0750007,2,3,100, ,2.1, ,8.0, , , , , , , , , , , , , ,0.15, , , 
393,0750011,5,90,120, ,8.6, ,8.0, , , , , , , , , , , , , ,1.03, , , 
394,0770003,4,20,45, ,2.29, ,8.0, , , , , , , , , , , , , , , , , 
395,0020118,5,25,40, ,7.9, ,8, , , , , , , , , , , , , ,9, , , 
396,0020118,9,93, , ,2, ,8, , , , , , , , , , , , , ,9, , , 
397,0020120,8,79, , ,3.7, ,8, , , , , , , , , , , , , ,9, , , 
398,0020310,7,90,120, , , ,8, , , , , , , , , , , , , ,9, , , 
399,0020310,9,122,150, , , ,8, , , , , , , , , , , , , ,9, , , 
400,0020311,5,98,150, ,10, ,8, , , , , , , , , , , , , ,9, , , 
401,0020403,3,29,50, , , ,8, , , , , , , , , , , , , ,9, , , 
402,0020403,4,50,100, , , ,8, , , , , , , , , , , , , ,9, , , 
403,0021406,6,179, , , , ,8, , , , , , , , , , , , , ,9, , , 
404,0042709,2,22,64,0.17, , ,8, ,5, ,0.2,1.8,0.1, ,5, , , , , ,9, , , 
405,0042712,2,17,29,2.12, , ,8, , , , , , , , , , , , , ,0.19, , , 
406,0042717,5,31,56,1.15, , ,8, , , , , , , , , , , , , ,9, ,22.7,12.6
407,0042720,5,36, ,0.21, , ,8, , , , , , , , , , , , , ,9, ,17.1,23.1
408,0042721,1,-8,0,19.78, , ,8, , , , , , , , , , , , , ,9, ,42.1, 
409,0042722,6,53, ,0.32, , ,8, , , , , , , , , , , , , ,9, ,4.3,13.1
410,0042723,6,76, ,0.43, , ,8, , , , , , , , , , , , , ,9, ,7.7,12.8
411,0042732,2,28,46,0.89, , ,8, , , , , , , ,19.6, , , , , ,0.08, ,1.7,1.2
412,0042732,3,46,58,0.27, , ,8, , , , , , , ,6.3, , , , , ,0.03, ,6.5,16.1
413,0042732,5,71, ,0.18, , ,8, , , , , , , ,4.8, , , , , ,9, ,15,25.7
414,0042736,3,33,46,0.15, , ,8, , , , , , , , , , , , , ,9, ,3.5,21.9
415,0042736,4,46, ,0.1, , ,8, , , , , , , , , , , , , ,9, ,7.5,10.3
416,0042737,10,198,213,0.89, , ,8, , , , , , , , , , , , , ,9, ,6.4,31.4
417,0042737,4,41,76,1.05, , ,8, , , , , , , , , , , , , ,9, ,6.1,3.7
418,0042737,5,76,86,0.84, , ,8, , , , , , , , , , , , , ,9, ,6.1,5.9
419,0042738,7,76, ,0.66, , ,8, , , , , , , , , , , , , ,9, ,7,6.5
420,0042740,2,20,50,2.65, , ,8, , , , , , , ,22.6, , , , , ,0.17, ,11.9,14.7
421,0042742,5,51, ,0.54, , ,8, , , , , , , , , , , , , ,9, ,22.7,23.5
422,0042743,1,0,13,3.9, , ,8, , , , , , , , , , , , , ,9, ,4.9,16.3
423,0042743,2,13,23,0.88, , ,8, , , , , , , , , , , , , ,0.08, ,5.6,20.5
424,0042743,3,23,53,0.29, , ,8, , , , , , , , , , , , , ,0.02, ,7.3,31
425,0042748,3,10,31,0.61, , ,8, , , , , , , ,5.4, , , , , ,0.06, ,12.5,6.5
426,0042849,5,38, ,0.6, , ,8, , , , , , , , , , , , , ,9, ,3.4,19.9
427,0042891,3,10,15,0.2, , ,8, , , , , , , ,7.2, , , , , ,9, ,7.8,52.4
428,0042891,4,15, ,0.35, , ,8, , , , , , , ,17.1, , , , , ,9, ,14.7,23.2
429,0042917,4,31, , , , ,8, , , , , , , ,9.3, , , , , ,9, ,22.7,23.5
430,0042923,6,31,61, , , ,8, , , , , , , , , , , , , ,9, ,13.2,46.1
431,0042928,1,0,31,0.44, , ,8, , , , , , , ,5.2, , , , , ,0.1, ,60.5,13.3
432,0042930,5,56, ,0.71, , ,8, , , , , , , ,21.9, , , , , ,9, ,16,22.9
433,0042932,2,15,20, , , ,8, , , , , , , , , , , , , ,9, ,33.4,31.5
434,0042932,3,20, , , , ,8, , , , , , , ,2.4, , , , , ,9, ,34.7,30.4
435,0042937,2,18,23, , , ,8, , , , , , , ,11.9, , , , , ,9, ,35.9,20
436,0042938,6,89, , , , ,8, , , , , , , , , , , , , ,9, , , 
437,0042939,6,30,61, , , ,8, , , , , , , , , , , , , ,9, ,13.2,46.1
438,0042940,2,10,25,1.4, , ,8, , , , , , , , , , , , , ,9, , , 
439,0042942,5,61, , , , ,8, , , , , , , , , , , , , ,9, , , 
440,0042945,6,38,46, , , ,8, , , , , , , , , , , , , ,9, , , 
441,0042945,7,46,61, , , ,8, , , , , , , , , , , , , ,9, , , 
442,0042948,3,43,56,2.5, , ,8, ,13.9, ,0.6,12.3,1.1, , , , , , , ,9, , , 
443,0043066,6,30,46, , , ,8, , , , , , , ,2.3, , , , , ,9, ,12.2,50.8
444,0043067,7,61,66, , , ,8, , , , , , , ,13.9, , , , , ,9, ,27.4,19.7
445,0043067,8,66,91, , , ,8, , , , , , , ,10.5, , , , , ,9, ,20.6,22.5
446,0043200,6,23,61, , , ,8, , , , , , , ,2.8, , , , , ,9, ,14.1,40.7
447,0043401,6,40,91, , , ,8, , , , , , , ,3,21, , , , ,9, ,35.9,15.3
448,0043402,5,40,46, , , ,8, , , , , , , ,2.3, , , , , ,9, ,10.4,8.6
449,0043548,5,35,42, , , ,8, , , , , , , ,1.3, , , , , ,9, ,5.7,20.8
450,0043554,5,58,76, , , ,8, , , , , , , ,19, , , , , ,9, ,9.5,10.6
451,0043554,7,100,120, , , ,8, , , , , , , ,10.7,47, , , , ,9, ,18.9,30.1
452,0043555,8,104,120, , , ,8, , , , , , , ,39.4, , , , , ,9, ,4.1,6.9
453,0043558,3,7,30, , , ,8, , , , , , , ,10.4,36.8, , , , ,9, ,32.3,28.1
454,0043558,4,30,60, , , ,8, , , , , , , ,3.7, , , , , ,9, ,20.8,41.1
455,0043558,5,60,100, , , ,8, , , , , , , ,10.4,37.8, , , , ,9, ,27.8,19.2
456,0043560,7,54,80, , , ,8, , , , , , , ,29.5,83.3, , , , ,9, ,12.6,7
457,0043560,8,80,100, , , ,8, , , , , , , ,13.7, , , , , ,9, ,12.1,5.3
458,0043565,2,20,30,0.8, , ,8, , , , , , , ,11.9,30.7, , , , ,0.1, ,1.4,20
459,0043566,4,36,47, , , ,8, , , , , , , ,5.9, , , , , ,9, ,12.2,31.1
460,0043566,5,47,70, , , ,8, , , , , , , ,7.1,27.9, , , , ,9, ,4.9,35.2
461,0043567,7,100,130, , , ,8, , , , , , , ,25.6, , , , , ,9, ,11.3,11.6
462,0043569,6,80,100, , , ,8, , , , , , , ,17.9,58.8, , , , ,9, ,20.3,21
463,0043572,5,47,65, , , ,8, , , , , , , ,4,23.6, , , , ,9, ,19.2,35.1
464,0043572,6,65,100, , , ,8, , , , , , , ,3.6, , , , , ,9, ,24.3,28.1
465,0043576,5,54,83, , , ,8, , , , , , , ,2.2, , , , , ,9, ,36.8,28.1
466,0043576,6,83,104, , , ,8, , , , , , , ,1.3, , , , , ,9, ,48.2, 
467,0043576,7,104,120, , , ,8, , , , , , , ,1.9, , , , , ,9, ,22.6,34.2
468,0043577,1,0,12,2.8, , ,8, , , , , , , ,18, , , , , ,0.5, ,38.1,16.2
469,0043577,2,12,24,1.1, , ,8, , , , , , , ,13.6,44.5, , , , ,0.1, ,32,20
470,0043577,3,24,38, , , ,8, , , , , , , ,7.3, , , , , ,9, ,24.1,35.3
471,0043579,4,43,66, , , ,8, , , , , , , ,11.6,40.1, , , , ,9, , ,45
472,0043579,5,66,90, , , ,8, , , , , , , ,15.7,43.6, , , , ,9, , ,39.2
473,0043585,7,65,85,0.2, , ,8, , , ,1.1, ,0.6, ,11.1, , , , , ,9, ,12.6,9.4
474,0043588,7,70,110, , , ,8, , , , , , , ,10.8, , , , , ,9, ,6.7,15.1
475,0043599,3,33,48,1, , ,8, , , , , , , ,11.4,32, , , , ,0.1, ,24,10.6
476,0043599,4,48,70, , , ,8, , , , , , , ,11.5, , , , , ,9, ,16.5,6.5
477,0043610,2,37,88,0.2, , ,8, , , , , , , ,3.6, , , , , ,9, ,9.4,11.4
478,0043610,4,105, , , , ,8, , , , , , , ,12.6,34, , , , ,9, ,9.7,35.2
479,0043612,3,53,105, , , ,8, , , , , , , ,7.1, , , , , ,9, ,19.5,31.7
480,0043616,5,54,78, , , ,8, , , , , , , ,3.7, , , , , ,9, ,6.3,6.8
481,0043617,2,10,59,0.3, , ,8, , , , , , , ,8.7, , , , , ,9, ,16.3,11.2
482,0043719,4,67,75, , , ,8, , , , , , , ,19.2, , , , , ,9, ,8.5,7.9
483,0043818,5,40,70, , , ,8, , , , , , , ,29.5,73, , , , ,9, ,24,16.8
484,0043818,6,70,100, , , ,8, , , , , , , ,23.1,70, , , , ,9, ,22.6,21.6
485,0043820,5,50,70, , , ,8, , , , , , , ,27.5,77, , , , ,9, ,19.2,12.1
486,0043821,5,22,32,1, , ,8, , , , , , , ,35.4,74, , , , ,0.12, ,9.4,11.7
487,0043821,7,50,75, , , ,8, , , , , , , ,30.9,74, , , , ,9, ,20.1,10.5
488,0043821,8,75,100, , , ,8, , , , , , , ,32.6,79, , , , ,9, ,17.4,5.4
489,0043824,4,25,30,1.1, , ,8, , , , , , , ,36.4,85, , , , ,0.12, ,14.4,11
490,0043824,5,30,40, , , ,8, , , , , , , ,33.1,85, , , , ,9, ,24.4,4.3
491,0043828,4,12,17,1, , ,8, , , , , , , ,13,37, , , , ,9, ,14,32.5
492,0043831,8,85,105, , , ,8, , , , , , , ,43.8,89, , , , ,9, ,12.6,1.3
493,0043838,5,75,100, , , ,8, , , , , , , ,18.3,59, , , , ,9, ,6,18.3
494,0043840,6,80,100, , , ,8, , , , , , , ,14.7,44, , , , ,9, ,7.9,12.7
495,0043843,5,66,76, , , ,8, , , , , , , ,11,30, , , , ,9, ,16.9,11.5
496,0043843,6,76,100, , , ,8, , , , , , , ,11.5,32, , , , ,9, ,12.3,10.8
497,0043848,6,60,100, , , ,8, , , , , , , ,16,41, , , , ,9, ,10.2,12.7
498,0043851,6,70,100, , , ,8, , , , , , , ,7.1,24, , , , ,9, ,6.1,12.3
499,0043858,2,18,23,2.7, , ,8, , , , , , , ,31.9,58, , , , ,0.2, ,3.1,0.5
500,0043865,5,70, , , , ,8, , , , , , , ,23.6,54, , , , ,9, ,11.8,8.4
501,0043868,3,22,40,0.4, , ,8, , , , , , , ,7.4,36, , , , ,0.05, ,26.4,8.8
502,0043868,5,70,93, , , ,8, , , , , , , ,4.4,34, , , , ,9, ,2.6,9.7
503,0043886,4,40,55,0.8, , ,8, , , , , , , ,36, , , , , ,0.1, ,0.6,2.5
504,0043887,4,40,52, , , ,8, , , , , , , ,6.4, , , , , ,9, ,10.7,10
505,0043887,5,52,75, , , ,8, , , , , , , ,2.8, , , , , ,9, ,10,10.3
506,0043893,3,28,45, , , ,8, ,19.1, , ,1.4, , ,3.1,19, , , , ,9, ,9.8,33.5
507,0043895,4,32,50, , , ,8, ,26.6, , ,9.9, , ,10.9, , , , , ,0.06, ,30.9,33.5
508,0043895,5,50,70, , , ,8, ,25, , ,4.7, , ,3.4,24, , , , ,9, ,27.4,33.8
509,0043895,6,70,100, , , ,8, ,23.6, , ,3, , ,2.5,24, , , , ,9, ,27.7,35.9
510,0043898,4,86,100, , , ,8, ,26.8, , ,37.4, , ,52.4,99, , , , ,9, ,2.8,2.1
511,0043904,6,25,75, , , ,8, , , , , , , ,4.1,30, , , , ,9, ,14.7,26.4
512,0043907,4,24,40, , , ,8, , , , , , , ,5.8,29, , , , ,9, ,11.5,38
513,0043909,6,60,90, , , ,8, , , , , , , ,3.1,23, , , , ,9, ,4.9,43.4
514,0043910,5,36,60, , , ,8, , , , , , , ,12.5,35, , , , ,9, ,14.8,25.2
515,0043916,8,80,100, , , ,8, , , , , , , ,20.8,72, , , , ,9, ,11.1,11.6
516,0043927,5,53,62, , , ,8, , , , , , , ,9.7,39, , , , ,9, ,16.6,5.8
517,0043933,3,30,38,0.6, , ,8, , , , , , , ,13.6,47, , , , ,0.05, ,19.1,2.8
518,0043958,7,115,150, , , ,8, ,7.7, , ,0.6,0.2, ,1.8,33, , , , ,9, ,7.2,4.7
519,0043965,8,110,140, , , ,8, ,15.5, ,0.3,7.8,6.7, ,8.7,34, , , , ,0.05, ,2.5,16.7
520,0043968,4,28,41,0.4, , ,8, , , , , , , , , , , , , ,0.05, ,17.6,2.6
521,0043968,5,41,54,0.53, , ,8, , , , , , , , , , , , , ,0.04, ,9.9,0.6
522,0043968,6,54,75,0.16, , ,8, , , , , , , , , , , , , ,0.04, ,18.8,4.2
